Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
David Dahl,621311,115,97.0,85.0,66.0,27.0,4.0,15.0,109.0,28.0,0.0,110.0,4.0,0.304,362.0,0.356,0.525,0.881,4.0,4.0,0.5,3.0,1555.0,401.0,190.0,61.0,129.0,2.0,5.0,0.391,1.31,0.345,10.0,0.406,1.061,0.655,0.264,14.0,0.35,0.784,0.434,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,23.0,0.217,5.0,0.28,0.758,0.478,1.0,True
Garrett Hampson,641658,115,60.0,41.0,21.0,6.0,2.0,2.0,51.0,14.0,1.0,34.0,0.0,0.21,162.0,0.271,0.309,0.58,3.0,5.0,0.625,1.0,740.0,178.0,50.0,12.0,67.0,1.0,1.0,0.291,1.08,0.188,3.0,0.235,0.61,0.375,0.25,8.0,0.368,0.774,0.406,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,8.0,0.25,2.0,0.25,0.5,0.25,0.0,False
Ian Desmond,435622,115,95.0,80.0,47.0,25.0,3.0,13.0,87.0,24.0,1.0,84.0,2.0,0.268,313.0,0.323,0.492,0.815,2.0,2.0,0.5,9.0,1295.0,341.0,154.0,50.0,133.0,0.0,2.0,0.33,1.25,0.273,6.0,0.333,0.878,0.545,0.24,12.0,0.296,0.756,0.46,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,16.0,0.375,6.0,0.412,1.1,0.688,0.0,True
Nolan Arenado,571448,115,106.0,88.0,67.0,22.0,2.0,22.0,62.0,41.0,8.0,122.0,3.0,0.303,403.0,0.367,0.531,0.898,2.0,2.0,0.5,5.0,1608.0,452.0,214.0,79.0,146.0,0.0,5.0,0.309,0.65,0.25,6.0,0.321,0.571,0.25,0.245,13.0,0.317,0.638,0.321,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,30.0,0.133,4.0,0.206,0.339,0.133,0.0,True
Raimel Tapia,606132,115,98.0,83.0,39.0,21.0,5.0,7.0,73.0,15.0,0.0,81.0,0.0,0.275,295.0,0.31,0.451,0.761,3.0,4.0,0.571,2.0,1154.0,310.0,133.0,31.0,115.0,0.0,0.0,0.344,1.43,0.316,6.0,0.316,0.737,0.421,0.333,15.0,0.362,0.851,0.489,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,10.0,0.2,2.0,0.2,0.4,0.2,1.0,True
Ryan McMahon,641857,115,88.0,75.0,46.0,16.0,1.0,11.0,94.0,34.0,1.0,79.0,0.0,0.266,297.0,0.34,0.438,0.778,0.0,3.0,1.0,8.0,1322.0,332.0,130.0,51.0,136.0,0.0,1.0,0.352,1.5,0.391,9.0,0.483,1.048,0.565,0.314,16.0,0.39,1.037,0.647,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,10.0,0.3,3.0,0.417,0.817,0.4,1.0,True
Tony Wolters,547172,115,79.0,67.0,33.0,12.0,2.0,1.0,44.0,23.0,4.0,67.0,4.0,0.277,242.0,0.343,0.355,0.698,1.0,0.0,0.0,5.0,1008.0,276.0,86.0,26.0,110.0,2.0,5.0,0.327,0.94,0.158,3.0,0.238,0.396,0.158,0.233,10.0,0.283,0.539,0.256,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,14.0,0.429,6.0,0.467,1.038,0.571,1.0,True
Trevor Story,596115,115,94.0,68.0,76.0,26.0,4.0,22.0,111.0,33.0,0.0,108.0,4.0,0.28,386.0,0.342,0.539,0.881,4.0,14.0,0.778,1.0,1739.0,424.0,208.0,58.0,139.0,0.0,1.0,0.339,0.68,0.138,4.0,0.219,0.495,0.276,0.242,15.0,0.288,0.788,0.5,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,21.0,0.143,3.0,0.182,0.42,0.238,0.0,False
Yonder Alonso,475174,115,74.0,62.0,28.0,9.0,0.0,8.0,57.0,31.0,2.0,45.0,1.0,0.195,231.0,0.291,0.338,0.628,1.0,0.0,0.0,8.0,1078.0,265.0,78.0,30.0,92.0,0.0,2.0,0.22,0.9,0.5,6.0,0.571,1.571,1.0,0.281,9.0,0.361,0.83,0.469,0.217,5.82,0.88,7.94,1.59,17.0,18.88,6.35,1.0,0.64,3.43,12.71,3.71,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
A.J. Pollock,572041,119,43.0,48.0,24.0,5.0,1.0,6.0,38.0,12.0,1.0,38.0,3.0,0.239,159.0,0.299,0.396,0.696,1.0,2.0,0.667,4.0,657.0,177.0,63.0,26.0,91.0,0.0,3.0,0.271,1.26,0.179,5.0,0.207,0.528,0.321,0.268,15.0,0.323,0.841,0.518,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,15.0,0.333,5.0,0.4,0.933,0.533,0.0,False
Alex Verdugo,657077,119,101.0,106.0,41.0,20.0,2.0,12.0,46.0,26.0,1.0,94.0,2.0,0.29,324.0,0.341,0.475,0.816,0.0,4.0,1.0,8.0,1392.0,358.0,154.0,44.0,134.0,0.0,6.0,0.301,1.26,0.095,2.0,0.208,0.303,0.095,0.22,11.0,0.291,0.691,0.4,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,11.0,0.364,4.0,0.364,1.0,0.636,1.0,False
Cody Bellinger,641355,119,103.0,62.0,83.0,21.0,2.0,34.0,67.0,66.0,14.0,122.0,3.0,0.33,370.0,0.431,0.673,1.104,5.0,9.0,0.643,5.0,1793.0,444.0,249.0,79.0,156.0,0.0,4.0,0.322,0.5,0.273,6.0,0.448,0.812,0.364,0.288,15.0,0.424,0.982,0.558,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,16.0,0.625,10.0,0.667,1.667,1.0,1.0,True
Corey Seager,608369,119,82.0,67.0,47.0,24.0,0.0,9.0,61.0,35.0,2.0,80.0,3.0,0.274,292.0,0.354,0.449,0.803,0.0,1.0,1.0,4.0,1225.0,333.0,131.0,46.0,147.0,0.0,3.0,0.316,0.77,0.292,7.0,0.357,0.815,0.458,0.275,14.0,0.356,0.748,0.392,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,18.0,0.333,6.0,0.5,1.056,0.556,1.0,False
Joc Pederson,592626,119,97.0,78.0,56.0,8.0,3.0,23.0,74.0,34.0,1.0,73.0,9.0,0.236,309.0,0.329,0.505,0.833,0.0,1.0,1.0,3.0,1411.0,353.0,156.0,50.0,111.0,0.0,1.0,0.235,0.92,0.24,6.0,0.345,0.705,0.36,0.22,11.0,0.304,0.724,0.42,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,30.0,0.167,5.0,0.286,0.686,0.4,1.0,False
Justin Turner,457759,119,98.0,71.0,61.0,20.0,0.0,15.0,64.0,36.0,0.0,101.0,12.0,0.288,351.0,0.37,0.473,0.843,0.0,1.0,1.0,9.0,1582.0,403.0,166.0,44.0,129.0,0.0,4.0,0.312,0.6,0.2,5.0,0.31,0.79,0.48,0.276,16.0,0.364,1.002,0.638,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,28.0,0.286,8.0,0.394,0.787,0.393,0.0,False
Kristopher Negron,502117,119,10.0,2.0,3.0,0.0,0.0,0.0,9.0,2.0,0.0,5.0,0.0,0.217,23.0,0.28,0.217,0.497,0.0,1.0,1.0,0.0,91.0,25.0,5.0,1.0,8.0,0.0,0.0,0.357,0.29,0.267,4.0,0.313,0.58,0.267,0.217,5.0,0.28,0.497,0.217,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Matt Beaty,607461,119,48.0,44.0,19.0,11.0,0.0,5.0,18.0,5.0,0.0,37.0,0.0,0.289,128.0,0.316,0.492,0.808,0.0,1.0,1.0,2.0,484.0,133.0,63.0,25.0,49.0,0.0,0.0,0.305,1.52,0.077,1.0,0.143,0.297,0.154,0.323,10.0,0.364,1.106,0.742,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Max Muncy,571970,119,104.0,82.0,71.0,14.0,1.0,26.0,105.0,61.0,1.0,94.0,2.0,0.263,358.0,0.369,0.525,0.895,1.0,3.0,0.75,4.0,1846.0,425.0,188.0,70.0,170.0,0.0,4.0,0.294,1.01,0.182,4.0,0.367,0.685,0.318,0.245,13.0,0.388,0.879,0.491,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,13.0,0.308,4.0,0.412,1.258,0.846,1.0,True
Russell Martin,431145,119,56.0,44.0,21.0,3.0,0.0,2.0,38.0,22.0,3.0,31.0,7.0,0.217,143.0,0.345,0.28,0.625,0.0,0.0,0.0,1.0,731.0,174.0,40.0,9.0,67.0,0.0,2.0,0.276,1.38,0.125,2.0,0.3,0.425,0.125,0.152,5.0,0.333,0.485,0.152,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,2.0,0.0,0.0,0.333,0.333,0.0,0.0,False
Tyler White,643603,119,73.0,48.0,16.0,14.0,0.0,3.0,74.0,32.0,0.0,49.0,0.0,0.224,219.0,0.319,0.329,0.648,0.0,0.0,0.0,7.0,1126.0,254.0,72.0,21.0,107.0,0.0,3.0,0.317,0.94,0.222,4.0,0.263,0.485,0.222,0.234,11.0,0.25,0.527,0.277,0.255,3.99,1.51,8.59,1.24,29.1,16.3,4.02,0.0,0.62,1.77,7.06,3.99,1.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Albert Pujols,405395,108,84.0,97.0,39.0,14.0,0.0,17.0,43.0,27.0,1.0,76.0,2.0,0.241,315.0,0.299,0.448,0.747,0.0,0.0,0.0,13.0,1309.0,351.0,141.0,62.0,147.0,0.0,7.0,0.225,0.92,0.188,6.0,0.182,0.651,0.469,0.27,17.0,0.277,0.801,0.524,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,12.0,0.333,4.0,0.385,1.302,0.917,0.0,False
Andrelton Simmons,592743,108,71.0,101.0,36.0,14.0,0.0,5.0,28.0,14.0,0.0,76.0,1.0,0.272,279.0,0.31,0.376,0.686,1.0,9.0,0.9,16.0,962.0,294.0,105.0,27.0,124.0,0.0,0.0,0.289,1.36,0.12,3.0,0.241,0.361,0.12,0.189,10.0,0.271,0.516,0.245,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,35.0,0.229,8.0,0.229,0.486,0.257,0.0,False
Brian Goodwin,571718,108,87.0,50.0,42.0,18.0,2.0,9.0,70.0,21.0,2.0,73.0,2.0,0.287,254.0,0.343,0.48,0.823,2.0,3.0,0.6,1.0,1214.0,281.0,122.0,28.0,91.0,1.0,3.0,0.36,0.77,0.412,7.0,0.444,1.385,0.941,0.324,12.0,0.375,1.078,0.703,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,4.0,0.25,1.0,0.25,0.5,0.25,1.0,False
David Fletcher,664058,108,101.0,118.0,55.0,23.0,3.0,5.0,36.0,36.0,1.0,111.0,0.0,0.297,374.0,0.358,0.414,0.772,3.0,8.0,0.727,7.0,1695.0,411.0,155.0,39.0,130.0,0.0,1.0,0.317,1.07,0.355,11.0,0.412,0.864,0.452,0.273,18.0,0.324,0.688,0.364,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,3.0,0.333,1.0,0.333,1.0,0.667,0.0,True
Dustin Garneau,572863,108,27.0,16.0,11.0,3.0,0.0,2.0,16.0,8.0,0.0,15.0,4.0,0.231,65.0,0.351,0.369,0.72,0.0,0.0,0.0,1.0,325.0,78.0,24.0,7.0,28.0,0.0,0.0,0.277,0.89,0.111,2.0,0.2,0.478,0.278,0.2,7.0,0.3,0.7,0.4,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Justin Upton,457708,108,29.0,19.0,18.0,4.0,0.0,5.0,36.0,13.0,0.0,24.0,0.0,0.224,107.0,0.303,0.402,0.705,0.0,1.0,1.0,1.0,546.0,122.0,43.0,12.0,59.0,0.0,2.0,0.279,0.63,0.148,4.0,0.2,0.533,0.333,0.182,10.0,0.266,0.611,0.345,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,22.0,0.318,7.0,0.375,0.83,0.455,0.0,False
Kevan Smith,607345,108,36.0,40.0,16.0,9.0,0.0,2.0,21.0,13.0,0.0,29.0,2.0,0.264,110.0,0.349,0.4,0.749,0.0,1.0,1.0,5.0,473.0,126.0,44.0,12.0,37.0,0.0,1.0,0.307,1.9,0.16,4.0,0.241,0.441,0.2,0.22,11.0,0.273,0.613,0.34,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,4.0,0.5,2.0,0.5,1.0,0.5,0.0,False
Kole Calhoun,594777,108,101.0,95.0,63.0,21.0,1.0,24.0,99.0,44.0,5.0,89.0,4.0,0.238,374.0,0.323,0.492,0.815,1.0,3.0,0.75,5.0,1602.0,425.0,184.0,58.0,144.0,0.0,2.0,0.257,1.02,0.281,9.0,0.303,1.022,0.719,0.241,14.0,0.323,0.909,0.586,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,4.0,0.75,3.0,0.8,2.3,1.5,1.0,True
Luis Rengifo,650859,108,68.0,63.0,31.0,13.0,3.0,3.0,61.0,25.0,0.0,57.0,2.0,0.248,230.0,0.323,0.37,0.693,3.0,1.0,0.25,5.0,1073.0,261.0,85.0,22.0,101.0,1.0,3.0,0.32,1.19,0.13,3.0,0.286,0.547,0.261,0.208,11.0,0.288,0.628,0.34,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Matt Thaiss,642136,108,13.0,8.0,8.0,1.0,0.0,4.0,15.0,4.0,0.0,9.0,0.0,0.225,40.0,0.295,0.55,0.845,0.0,0.0,0.0,1.0,195.0,44.0,22.0,9.0,18.0,0.0,0.0,0.238,1.0,0.316,6.0,0.381,1.17,0.789,0.225,9.0,0.295,0.845,0.55,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,2.0,0.5,1.0,0.5,1.0,0.5,1.0,True
Mike Trout,545361,108,101.0,58.0,82.0,24.0,1.0,34.0,82.0,82.0,11.0,106.0,12.0,0.298,356.0,0.441,0.657,1.098,2.0,8.0,0.8,5.0,1899.0,454.0,234.0,85.0,140.0,0.0,4.0,0.295,0.51,0.276,8.0,0.353,0.939,0.586,0.288,17.0,0.362,1.159,0.797,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,5.0,0.2,1.0,0.333,0.533,0.2,0.0,True
Shohei Ohtani,660271,108,70.0,72.0,34.0,10.0,2.0,15.0,66.0,26.0,1.0,72.0,2.0,0.285,253.0,0.351,0.518,0.869,1.0,8.0,0.889,3.0,1158.0,285.0,131.0,42.0,125.0,0.0,4.0,0.324,1.53,0.143,3.0,0.333,0.714,0.381,0.229,11.0,0.345,0.699,0.354,0.404,11.32,0.92,17.42,1.78,20.2,19.06,11.58,1.0,0.66,2.8,6.1,2.18,2.18,0.25,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Bobby Wilson,435064,116,15.0,13.0,2.0,1.0,0.0,0.0,11.0,2.0,0.0,4.0,0.0,0.091,44.0,0.13,0.114,0.244,0.0,0.0,0.0,1.0,210.0,47.0,5.0,2.0,20.0,1.0,0.0,0.121,0.76,0.053,1.0,0.1,0.153,0.053,0.091,4.0,0.13,0.244,0.114,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Brandon Dixon,641525,116,72.0,40.0,27.0,11.0,0.0,13.0,78.0,11.0,0.0,60.0,1.0,0.256,234.0,0.29,0.47,0.76,0.0,4.0,1.0,2.0,933.0,248.0,110.0,39.0,95.0,0.0,2.0,0.324,0.69,0.273,6.0,0.304,0.713,0.409,0.311,14.0,0.34,0.784,0.444,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Christin Stewart,621514,116,81.0,57.0,27.0,21.0,1.0,7.0,78.0,31.0,3.0,68.0,6.0,0.239,285.0,0.321,0.393,0.714,1.0,0.0,0.0,2.0,1278.0,327.0,112.0,33.0,122.0,0.0,5.0,0.298,0.66,0.292,7.0,0.37,0.745,0.375,0.245,12.0,0.339,0.727,0.388,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,2.0,0.5,1.0,0.5,1.5,1.0,1.0,True
Gordon Beckham,493596,116,59.0,38.0,17.0,11.0,2.0,4.0,57.0,11.0,0.0,33.0,4.0,0.196,168.0,0.262,0.357,0.619,1.0,2.0,0.667,5.0,764.0,183.0,60.0,10.0,86.0,0.0,0.0,0.271,0.95,0.1,2.0,0.1,0.2,0.1,0.16,8.0,0.16,0.42,0.26,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Harold Castro,605612,116,47.0,49.0,16.0,6.0,3.0,2.0,42.0,4.0,0.0,47.0,0.0,0.29,162.0,0.302,0.401,0.703,1.0,2.0,0.667,2.0,609.0,170.0,65.0,16.0,44.0,1.0,3.0,0.372,1.75,0.188,6.0,0.188,0.407,0.219,0.313,20.0,0.318,0.787,0.469,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,True
JaCoby Jones,592444,116,79.0,57.0,33.0,17.0,2.0,10.0,84.0,22.0,2.0,63.0,5.0,0.236,267.0,0.305,0.427,0.732,2.0,7.0,0.778,6.0,1153.0,296.0,114.0,25.0,100.0,1.0,1.0,0.305,0.88,0.103,3.0,0.212,0.384,0.172,0.175,10.0,0.254,0.57,0.316,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,4.0,0.25,1.0,0.4,0.9,0.5,0.0,True
Jeimer Candelario,600869,116,69.0,54.0,26.0,12.0,1.0,7.0,79.0,29.0,1.0,53.0,4.0,0.208,255.0,0.299,0.345,0.644,1.0,3.0,0.75,1.0,1222.0,288.0,88.0,24.0,111.0,0.0,0.0,0.272,0.78,0.115,3.0,0.233,0.348,0.115,0.182,10.0,0.262,0.553,0.291,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,5.0,0.2,1.0,0.2,0.6,0.4,1.0,False
John Hicks,543308,116,65.0,52.0,16.0,10.0,0.0,7.0,72.0,10.0,0.0,41.0,0.0,0.186,220.0,0.221,0.327,0.548,0.0,1.0,1.0,6.0,882.0,231.0,72.0,18.0,125.0,0.0,1.0,0.239,0.93,0.16,4.0,0.192,0.712,0.52,0.154,8.0,0.185,0.512,0.327,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Jordy Mercer,474568,116,35.0,35.0,10.0,7.0,0.0,4.0,25.0,7.0,1.0,27.0,2.0,0.225,120.0,0.279,0.383,0.662,0.0,0.0,0.0,1.0,509.0,129.0,46.0,6.0,37.0,0.0,0.0,0.253,1.06,0.28,7.0,0.308,0.708,0.4,0.259,14.0,0.286,0.767,0.481,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,2.0,0.5,1.0,0.5,2.5,2.0,0.0,True
Miguel Cabrera,408234,116,93.0,83.0,24.0,14.0,0.0,6.0,75.0,30.0,2.0,93.0,3.0,0.278,335.0,0.339,0.373,0.712,0.0,0.0,0.0,12.0,1394.0,372.0,125.0,40.0,107.0,0.0,4.0,0.337,0.94,0.143,4.0,0.172,0.458,0.286,0.155,9.0,0.183,0.424,0.241,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,2.0,0.5,1.0,0.5,2.5,2.0,0.0,True
Nicholas Castellanos,592206,116,99.0,92.0,57.0,36.0,3.0,11.0,96.0,31.0,1.0,109.0,3.0,0.273,399.0,0.329,0.461,0.79,1.0,2.0,0.667,7.0,1633.0,435.0,184.0,37.0,139.0,0.0,2.0,0.333,0.88,0.194,6.0,0.194,0.581,0.387,0.226,14.0,0.25,0.669,0.419,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,5.0,0.2,1.0,0.2,0.4,0.2,0.0,False
Niko Goodrum,592348,116,93.0,65.0,51.0,20.0,4.0,10.0,114.0,37.0,1.0,87.0,1.0,0.249,349.0,0.321,0.415,0.737,2.0,11.0,0.846,6.0,1631.0,389.0,145.0,35.0,164.0,0.0,2.0,0.339,0.76,0.296,8.0,0.367,0.886,0.519,0.3,18.0,0.333,0.85,0.517,0.247,6.08,0.65,8.75,2.72,23.2,17.75,6.59,0.0,0.62,3.25,9.89,3.04,1.31,0.5,5.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Austin Hedges,595978,135,69.0,38.0,18.0,8.0,0.0,8.0,79.0,14.0,1.0,43.0,5.0,0.193,223.0,0.255,0.336,0.591,0.0,1.0,1.0,3.0,974.0,244.0,75.0,29.0,94.0,1.0,1.0,0.255,0.58,0.25,5.0,0.304,0.754,0.45,0.209,9.0,0.255,0.65,0.395,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Eric Hosmer,543333,135,105.0,141.0,52.0,20.0,1.0,15.0,88.0,29.0,2.0,117.0,2.0,0.283,414.0,0.33,0.444,0.775,1.0,0.0,0.0,9.0,1709.0,448.0,184.0,69.0,141.0,0.0,3.0,0.325,1.99,0.25,6.0,0.296,0.879,0.583,0.267,16.0,0.308,0.758,0.45,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,2.0,0.5,1.0,0.5,2.5,2.0,1.0,True
Fernando Tatis Jr.,665487,135,71.0,57.0,53.0,11.0,5.0,18.0,92.0,24.0,1.0,92.0,5.0,0.331,278.0,0.39,0.601,0.991,4.0,14.0,0.778,3.0,1183.0,310.0,167.0,44.0,92.0,0.0,3.0,0.433,1.43,0.387,12.0,0.406,1.051,0.645,0.333,22.0,0.366,0.911,0.545,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,3.0,0.333,1.0,0.333,1.666,1.333,0.0,True
Francisco Mejia,642336,135,47.0,28.0,13.0,5.0,1.0,4.0,34.0,8.0,1.0,30.0,3.0,0.222,135.0,0.279,0.363,0.642,0.0,0.0,0.0,4.0,550.0,147.0,49.0,11.0,58.0,0.0,1.0,0.265,0.64,0.316,6.0,0.381,0.855,0.474,0.25,11.0,0.313,0.722,0.409,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Franmil Reyes,614177,135,98.0,79.0,42.0,8.0,0.0,27.0,93.0,29.0,1.0,80.0,0.0,0.253,316.0,0.312,0.535,0.847,0.0,0.0,0.0,12.0,1319.0,349.0,169.0,46.0,123.0,0.0,4.0,0.265,1.16,0.292,7.0,0.37,0.828,0.458,0.239,11.0,0.352,0.743,0.391,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,3.0,0.333,1.0,0.333,1.666,1.333,0.0,True
Greg Garcia,594824,135,82.0,61.0,33.0,10.0,3.0,3.0,50.0,25.0,0.0,51.0,3.0,0.266,192.0,0.357,0.396,0.753,2.0,0.0,0.0,2.0,932.0,222.0,76.0,24.0,74.0,1.0,1.0,0.343,1.91,0.167,1.0,0.444,0.611,0.167,0.2,5.0,0.333,0.533,0.2,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Hunter Renfroe,592669,135,97.0,63.0,48.0,15.0,1.0,29.0,98.0,28.0,1.0,76.0,1.0,0.238,320.0,0.297,0.563,0.859,0.0,4.0,1.0,4.0,1416.0,354.0,180.0,58.0,130.0,0.0,5.0,0.237,0.72,0.125,3.0,0.172,0.422,0.25,0.176,9.0,0.246,0.579,0.333,0.325,7.13,0.63,12.74,3.14,17.2,17.26,9.42,1.0,0.66,2.33,7.13,3.06,1.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
