Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Xander Bogaerts,593428,111,104.0,93.0,85.0,36.0,0.0,23.0,87.0,57.0,2.0,129.0,1.0,0.315,410.0,0.396,0.571,0.967,1.0,3.0,0.75,6.0,1918.0,472.0,234.0,81.0,187.0,0.0,4.0,0.349,0.89,0.333,11.0,0.353,0.959,0.606,0.385,25.0,0.437,1.068,0.631,0.286,5.14,1.27,10.29,1.29,7.0,18.14,5.14,0.0,0.65,3.33,12.86,3.86,1.57,0.0,5.0,0.4,2.0,0.5,1.5,1.0,0.0
Austin Meadows,640457,139,87.0,54.0,44.0,17.0,7.0,15.0,92.0,35.0,4.0,96.0,5.0,0.29,331.0,0.367,0.52,0.886,4.0,9.0,0.692,1.0,1546.0,371.0,172.0,48.0,117.0,0.0,0.0,0.362,0.61,0.259,7.0,0.375,0.819,0.444,0.286,16.0,0.375,0.964,0.589,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,5.0,0.0,0.0,0.167,0.167,0.0,1.0
Avisail Garcia,541645,139,91.0,86.0,44.0,17.0,1.0,14.0,92.0,25.0,2.0,98.0,7.0,0.275,357.0,0.332,0.445,0.778,2.0,9.0,0.818,12.0,1401.0,391.0,159.0,49.0,169.0,0.0,2.0,0.332,1.04,0.192,5.0,0.222,0.607,0.385,0.283,15.0,0.339,0.792,0.453,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,27.0,0.407,11.0,0.414,1.081,0.667,0.0
Eric Sogard,519299,139,74.0,64.0,45.0,17.0,2.0,10.0,48.0,30.0,0.0,86.0,1.0,0.298,289.0,0.362,0.474,0.836,0.0,6.0,1.0,2.0,1318.0,326.0,137.0,31.0,74.0,3.0,3.0,0.325,0.66,0.241,7.0,0.29,0.6,0.31,0.292,19.0,0.333,0.764,0.431,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,16.0,0.188,3.0,0.235,0.485,0.25,1.0
Guillermo Heredia,628338,139,64.0,44.0,21.0,9.0,0.0,3.0,41.0,12.0,0.0,37.0,5.0,0.239,155.0,0.312,0.355,0.667,1.0,0.0,0.0,3.0,666.0,175.0,55.0,16.0,66.0,2.0,1.0,0.304,1.22,0.296,8.0,0.333,0.777,0.444,0.245,13.0,0.281,0.639,0.358,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,6.0,0.0,0.0,0.143,0.143,0.0,0.0
Ji-Man Choi,596847,139,82.0,71.0,31.0,9.0,1.0,10.0,67.0,36.0,1.0,71.0,4.0,0.26,273.0,0.35,0.41,0.76,3.0,2.0,0.4,4.0,1284.0,317.0,112.0,37.0,119.0,0.0,4.0,0.305,1.04,0.286,6.0,0.348,0.777,0.429,0.238,10.0,0.36,0.67,0.31,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,13.0,0.385,5.0,0.357,1.203,0.846,1.0
Joey Wendle,621563,139,46.0,44.0,14.0,10.0,0.0,0.0,29.0,8.0,0.0,29.0,6.0,0.206,141.0,0.274,0.277,0.55,1.0,4.0,0.8,2.0,614.0,157.0,39.0,10.0,60.0,0.0,2.0,0.254,1.07,0.211,4.0,0.25,0.566,0.316,0.196,9.0,0.255,0.538,0.283,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,12.0,0.417,5.0,0.462,0.962,0.5,1.0
Matt Duffy,622110,139,6.0,7.0,1.0,3.0,0.0,0.0,8.0,3.0,0.0,8.0,0.0,0.32,25.0,0.393,0.44,0.833,0.0,0.0,0.0,0.0,120.0,28.0,11.0,2.0,6.0,0.0,0.0,0.471,3.5,0.32,8.0,0.393,0.833,0.44,0.32,8.0,0.393,0.833,0.44,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,21.0,0.429,9.0,0.455,0.884,0.429,0.0
Michael Brosseau,670712,139,23.0,12.0,12.0,6.0,0.0,4.0,20.0,4.0,0.0,22.0,0.0,0.289,76.0,0.325,0.526,0.851,0.0,0.0,0.0,1.0,337.0,80.0,40.0,11.0,27.0,0.0,0.0,0.346,0.55,0.227,5.0,0.292,0.565,0.273,0.24,12.0,0.283,0.743,0.46,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Zunino,572287,139,60.0,46.0,21.0,10.0,1.0,5.0,71.0,13.0,0.0,33.0,3.0,0.165,200.0,0.227,0.3,0.527,0.0,0.0,0.0,3.0,866.0,216.0,60.0,20.0,113.0,0.0,0.0,0.226,0.92,0.048,1.0,0.167,0.215,0.048,0.109,5.0,0.212,0.451,0.239,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,13.0,0.231,3.0,0.286,0.748,0.462,0.0
Nate Lowe,663993,139,29.0,17.0,16.0,7.0,0.0,5.0,27.0,9.0,0.0,30.0,2.0,0.306,98.0,0.373,0.531,0.903,0.0,0.0,0.0,3.0,452.0,110.0,52.0,13.0,47.0,0.0,1.0,0.373,0.68,0.412,7.0,0.444,0.973,0.529,0.375,18.0,0.434,1.101,0.667,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tommy Pham,502054,139,99.0,123.0,50.0,18.0,2.0,16.0,86.0,58.0,2.0,106.0,4.0,0.273,388.0,0.373,0.454,0.826,3.0,12.0,0.8,15.0,1799.0,451.0,176.0,46.0,175.0,0.0,1.0,0.314,1.66,0.286,8.0,0.375,0.839,0.464,0.22,13.0,0.324,0.697,0.373,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,14.0,0.143,2.0,0.2,0.343,0.143,0.0
Travis d'Arnaud,518595,139,61.0,47.0,36.0,9.0,0.0,13.0,49.0,20.0,0.0,50.0,1.0,0.254,197.0,0.323,0.497,0.82,1.0,0.0,0.0,2.0,831.0,220.0,98.0,43.0,90.0,0.0,2.0,0.27,0.89,0.357,10.0,0.471,1.221,0.75,0.322,19.0,0.403,1.149,0.746,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,3.0,0.333,1.0,0.333,1.666,1.333,0.0
Willy Adames,642715,139,101.0,94.0,43.0,17.0,1.0,12.0,113.0,30.0,0.0,85.0,2.0,0.235,361.0,0.298,0.388,0.686,1.0,4.0,0.8,4.0,1553.0,395.0,140.0,31.0,162.0,2.0,0.0,0.309,1.32,0.19,4.0,0.32,0.844,0.524,0.212,11.0,0.281,0.685,0.404,0.358,9.78,0.86,15.26,2.74,23.0,20.09,9.78,0.0,0.67,4.0,6.26,1.57,1.87,1.0,8.0,0.125,1.0,0.222,0.347,0.125,0.0
Carlos Santana,467793,114,103.0,115.0,69.0,21.0,1.0,22.0,67.0,74.0,9.0,104.0,1.0,0.28,372.0,0.4,0.519,0.919,0.0,4.0,1.0,12.0,1804.0,447.0,193.0,57.0,157.0,0.0,0.0,0.29,1.34,0.222,6.0,0.323,0.73,0.407,0.182,10.0,0.308,0.672,0.364,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Francisco Lindor,596019,114,87.0,95.0,57.0,22.0,2.0,18.0,66.0,27.0,6.0,109.0,3.0,0.299,365.0,0.349,0.518,0.867,2.0,17.0,0.895,3.0,1472.0,399.0,189.0,43.0,106.0,1.0,3.0,0.32,0.96,0.361,13.0,0.361,1.0,0.639,0.348,24.0,0.366,0.989,0.623,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Greg Allen,656185,114,45.0,30.0,16.0,5.0,3.0,2.0,27.0,6.0,0.0,26.0,5.0,0.23,113.0,0.296,0.381,0.677,1.0,2.0,0.667,2.0,494.0,127.0,43.0,17.0,60.0,2.0,1.0,0.282,0.91,0.207,6.0,0.258,0.465,0.207,0.275,11.0,0.356,0.681,0.325,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jake Bauers,641343,114,99.0,73.0,41.0,15.0,1.0,11.0,100.0,34.0,0.0,80.0,3.0,0.235,340.0,0.309,0.382,0.691,3.0,2.0,0.4,3.0,1555.0,379.0,130.0,39.0,162.0,0.0,2.0,0.299,0.82,0.179,5.0,0.281,0.531,0.25,0.214,12.0,0.29,0.576,0.286,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jason Kipnis,543401,114,84.0,91.0,35.0,14.0,1.0,8.0,58.0,31.0,2.0,78.0,1.0,0.245,318.0,0.31,0.371,0.681,1.0,5.0,0.833,5.0,1385.0,359.0,118.0,42.0,125.0,4.0,5.0,0.272,0.91,0.269,7.0,0.424,0.809,0.385,0.263,15.0,0.338,0.689,0.351,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jordan Luplow,656669,114,65.0,37.0,30.0,11.0,0.0,11.0,51.0,22.0,0.0,46.0,1.0,0.26,177.0,0.343,0.508,0.852,2.0,2.0,0.5,5.0,839.0,201.0,90.0,29.0,71.0,0.0,1.0,0.302,0.84,0.235,4.0,0.409,0.88,0.471,0.286,10.0,0.39,0.933,0.543,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Ramirez,608070,114,103.0,84.0,53.0,23.0,2.0,14.0,56.0,44.0,3.0,95.0,2.0,0.243,391.0,0.319,0.419,0.738,4.0,22.0,0.846,8.0,1759.0,442.0,164.0,55.0,180.0,0.0,5.0,0.248,0.52,0.345,10.0,0.406,1.234,0.828,0.355,22.0,0.379,1.137,0.758,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kevin Plawecki,608700,114,41.0,27.0,10.0,7.0,0.0,2.0,23.0,9.0,0.0,23.0,2.0,0.213,108.0,0.283,0.333,0.617,1.0,0.0,0.0,2.0,439.0,120.0,36.0,12.0,49.0,0.0,1.0,0.25,0.75,0.235,4.0,0.235,0.529,0.294,0.293,12.0,0.318,0.708,0.39,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Freeman,502273,114,44.0,27.0,15.0,4.0,0.0,3.0,31.0,13.0,0.0,25.0,2.0,0.258,97.0,0.351,0.392,0.743,2.0,1.0,0.333,1.0,454.0,119.0,38.0,15.0,35.0,5.0,2.0,0.338,1.29,0.174,4.0,0.259,0.433,0.174,0.275,11.0,0.318,0.768,0.45,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Oscar Mercado,640458,114,61.0,63.0,41.0,14.0,2.0,8.0,50.0,14.0,0.0,70.0,4.0,0.29,241.0,0.337,0.465,0.802,3.0,9.0,0.75,6.0,965.0,265.0,112.0,31.0,91.0,4.0,2.0,0.335,0.98,0.25,8.0,0.257,0.57,0.313,0.333,21.0,0.371,0.974,0.603,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Perez,547379,114,77.0,69.0,31.0,7.0,1.0,16.0,82.0,32.0,1.0,60.0,2.0,0.237,253.0,0.323,0.462,0.785,0.0,0.0,0.0,8.0,1249.0,294.0,117.0,40.0,125.0,3.0,4.0,0.277,1.41,0.2,5.0,0.286,0.566,0.28,0.167,9.0,0.233,0.455,0.222,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Naquin,571980,114,66.0,52.0,27.0,17.0,0.0,9.0,51.0,10.0,2.0,62.0,1.0,0.298,208.0,0.33,0.51,0.84,1.0,4.0,0.8,6.0,802.0,222.0,106.0,31.0,84.0,1.0,2.0,0.353,1.13,0.391,9.0,0.417,1.069,0.652,0.4,20.0,0.426,1.126,0.7,0.263,4.26,1.43,9.47,0.95,19.0,17.21,4.26,0.0,0.65,7.67,10.89,1.42,1.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Aledmys Diaz,649557,117,37.0,41.0,19.0,5.0,1.0,6.0,14.0,7.0,0.0,29.0,2.0,0.261,111.0,0.304,0.486,0.79,0.0,0.0,0.0,6.0,427.0,125.0,54.0,26.0,51.0,0.0,5.0,0.24,1.28,0.211,4.0,0.273,0.747,0.474,0.31,13.0,0.373,0.944,0.571,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Bregman,608324,117,104.0,80.0,76.0,16.0,1.0,26.0,63.0,81.0,1.0,96.0,5.0,0.259,371.0,0.392,0.518,0.91,1.0,4.0,0.8,7.0,1962.0,464.0,192.0,63.0,161.0,0.0,7.0,0.242,0.58,0.125,3.0,0.276,0.443,0.167,0.208,11.0,0.368,0.783,0.415,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Correa,621043,117,54.0,44.0,27.0,13.0,1.0,12.0,57.0,20.0,0.0,58.0,1.0,0.28,207.0,0.342,0.527,0.869,0.0,1.0,1.0,8.0,923.0,231.0,109.0,40.0,101.0,0.0,3.0,0.326,0.86,0.214,6.0,0.267,0.588,0.321,0.232,13.0,0.297,0.654,0.357,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Springer,543807,117,75.0,79.0,62.0,14.0,2.0,24.0,71.0,39.0,1.0,87.0,4.0,0.292,298.0,0.377,0.594,0.971,1.0,5.0,0.833,8.0,1388.0,345.0,177.0,61.0,117.0,0.0,4.0,0.304,1.22,0.2,6.0,0.273,0.806,0.533,0.238,15.0,0.342,0.945,0.603,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Altuve,514888,117,72.0,86.0,45.0,17.0,0.0,16.0,48.0,25.0,0.0,86.0,2.0,0.3,287.0,0.358,0.526,0.884,3.0,4.0,0.571,11.0,1144.0,316.0,151.0,41.0,95.0,0.0,2.0,0.311,1.25,0.519,14.0,0.581,1.433,0.852,0.453,29.0,0.493,1.274,0.781,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Reddick,502210,117,98.0,94.0,42.0,14.0,1.0,10.0,42.0,26.0,1.0,100.0,0.0,0.278,360.0,0.321,0.406,0.726,2.0,4.0,0.667,8.0,1396.0,395.0,146.0,35.0,131.0,0.0,7.0,0.286,0.72,0.217,5.0,0.28,0.584,0.304,0.212,11.0,0.263,0.513,0.25,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Max Stassi,545358,117,31.0,22.0,4.0,1.0,0.0,1.0,34.0,7.0,0.0,15.0,1.0,0.167,90.0,0.235,0.211,0.446,0.0,0.0,0.0,1.0,366.0,98.0,19.0,3.0,48.0,0.0,0.0,0.255,1.16,0.105,2.0,0.15,0.255,0.105,0.175,7.0,0.25,0.45,0.2,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Brantley,488726,117,101.0,117.0,59.0,28.0,1.0,16.0,47.0,36.0,2.0,128.0,4.0,0.324,395.0,0.384,0.522,0.906,2.0,3.0,0.6,15.0,1594.0,437.0,206.0,61.0,171.0,0.0,2.0,0.335,1.11,0.222,6.0,0.3,0.707,0.407,0.345,19.0,0.413,1.049,0.636,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Myles Straw,664702,117,39.0,20.0,18.0,3.0,1.0,0.0,21.0,15.0,0.0,20.0,0.0,0.253,79.0,0.372,0.316,0.689,1.0,7.0,0.875,1.0,439.0,95.0,25.0,4.0,32.0,1.0,0.0,0.345,1.05,0.154,2.0,0.154,0.385,0.231,0.172,5.0,0.314,0.521,0.207,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robinson Chirinos,455139,117,83.0,47.0,44.0,15.0,0.0,13.0,91.0,42.0,1.0,61.0,11.0,0.237,257.0,0.363,0.447,0.811,2.0,0.0,0.0,7.0,1260.0,316.0,115.0,41.0,132.0,2.0,4.0,0.306,0.73,0.474,9.0,0.565,1.302,0.737,0.286,12.0,0.4,0.829,0.429,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yordan Alvarez,670541,117,36.0,20.0,21.0,11.0,0.0,12.0,42.0,18.0,1.0,44.0,1.0,0.333,132.0,0.417,0.689,1.107,0.0,0.0,0.0,5.0,590.0,151.0,91.0,36.0,62.0,0.0,0.0,0.41,0.77,0.333,6.0,0.478,1.256,0.778,0.288,15.0,0.393,0.931,0.538,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Yuli Gurriel,493329,117,100.0,97.0,58.0,26.0,2.0,20.0,46.0,21.0,0.0,120.0,2.0,0.299,401.0,0.333,0.524,0.857,3.0,3.0,0.5,6.0,1429.0,429.0,210.0,65.0,168.0,0.0,5.0,0.294,0.68,0.481,13.0,0.5,1.241,0.741,0.426,26.0,0.444,1.198,0.754,0.232,4.43,1.02,7.66,1.22,22.1,17.78,5.29,0.0,0.63,1.45,6.45,4.43,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asdrubal Cabrera,452678,140,93.0,71.0,45.0,15.0,0.0,12.0,85.0,38.0,1.0,76.0,3.0,0.235,323.0,0.318,0.393,0.711,0.0,4.0,1.0,6.0,1517.0,368.0,127.0,51.0,149.0,0.0,4.0,0.278,0.75,0.308,8.0,0.345,0.73,0.385,0.275,14.0,0.321,0.713,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Danny Santana,542454,140,79.0,55.0,51.0,17.0,5.0,16.0,81.0,12.0,1.0,89.0,3.0,0.321,277.0,0.353,0.592,0.945,6.0,12.0,0.667,5.0,1075.0,296.0,164.0,46.0,95.0,0.0,3.0,0.399,1.0,0.333,11.0,0.353,1.141,0.788,0.397,25.0,0.424,1.297,0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Delino DeShields,592261,140,71.0,52.0,26.0,9.0,2.0,3.0,55.0,25.0,0.0,55.0,2.0,0.266,207.0,0.347,0.372,0.719,5.0,12.0,0.706,3.0,967.0,241.0,77.0,21.0,75.0,5.0,2.0,0.344,1.0,0.333,8.0,0.333,0.75,0.417,0.306,15.0,0.306,0.816,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elvis Andrus,462101,140,95.0,126.0,53.0,20.0,3.0,8.0,64.0,20.0,0.0,110.0,4.0,0.283,389.0,0.32,0.411,0.731,4.0,22.0,0.846,11.0,1638.0,419.0,160.0,51.0,169.0,0.0,6.0,0.316,1.33,0.207,6.0,0.226,0.467,0.241,0.172,10.0,0.219,0.409,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hunter Pence,452254,140,66.0,58.0,46.0,15.0,1.0,15.0,53.0,18.0,0.0,67.0,2.0,0.289,232.0,0.343,0.556,0.899,1.0,3.0,0.75,2.0,978.0,254.0,129.0,50.0,94.0,0.0,2.0,0.313,1.04,0.261,6.0,0.261,0.565,0.304,0.306,15.0,0.333,0.782,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Mathis,425772,140,61.0,30.0,15.0,4.0,0.0,2.0,63.0,12.0,0.0,26.0,0.0,0.152,171.0,0.207,0.211,0.417,0.0,0.0,0.0,0.0,725.0,184.0,36.0,9.0,57.0,0.0,1.0,0.224,0.57,0.067,1.0,0.125,0.258,0.133,0.143,5.0,0.189,0.36,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Forsythe,523253,140,73.0,55.0,32.0,16.0,1.0,6.0,68.0,37.0,0.0,55.0,3.0,0.247,223.0,0.358,0.408,0.767,0.0,2.0,1.0,7.0,1222.0,266.0,91.0,34.0,93.0,0.0,2.0,0.325,1.17,0.15,3.0,0.32,0.62,0.3,0.162,6.0,0.326,0.731,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nomar Mazara,608577,140,95.0,100.0,60.0,22.0,1.0,15.0,90.0,24.0,2.0,97.0,5.0,0.266,365.0,0.317,0.455,0.771,1.0,4.0,0.8,5.0,1624.0,398.0,166.0,56.0,157.0,0.0,4.0,0.311,1.22,0.393,11.0,0.414,1.093,0.679,0.254,15.0,0.286,0.744,0.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rougned Odor,596059,140,91.0,68.0,50.0,18.0,1.0,18.0,115.0,25.0,1.0,68.0,2.0,0.204,334.0,0.262,0.425,0.688,7.0,7.0,0.5,4.0,1455.0,363.0,142.0,61.0,144.0,1.0,1.0,0.248,0.8,0.286,8.0,0.333,0.976,0.643,0.25,14.0,0.276,0.83,0.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Shin-Soo Choo,425783,140,101.0,101.0,67.0,23.0,2.0,17.0,105.0,48.0,2.0,107.0,12.0,0.279,383.0,0.376,0.483,0.859,1.0,8.0,0.889,3.0,1830.0,444.0,185.0,42.0,124.0,0.0,1.0,0.344,1.42,0.222,6.0,0.3,0.633,0.333,0.196,11.0,0.297,0.654,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tim Federowicz,543148,140,28.0,15.0,6.0,2.0,0.0,4.0,28.0,5.0,0.0,12.0,0.0,0.169,71.0,0.224,0.366,0.59,0.0,1.0,1.0,1.0,342.0,79.0,26.0,7.0,34.0,3.0,0.0,0.205,0.79,0.105,2.0,0.15,0.255,0.105,0.15,6.0,0.19,0.515,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willie Calhoun,641432,140,30.0,23.0,19.0,8.0,0.0,6.0,23.0,6.0,0.0,33.0,0.0,0.3,110.0,0.336,0.536,0.873,0.0,0.0,0.0,3.0,437.0,116.0,59.0,17.0,42.0,0.0,0.0,0.333,0.74,0.346,9.0,0.37,0.947,0.577,0.25,13.0,0.278,0.701,0.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Austin Nola,543592,136,31.0,12.0,11.0,6.0,1.0,3.0,19.0,4.0,1.0,23.0,2.0,0.333,69.0,0.387,0.58,0.966,0.0,0.0,0.0,0.0,266.0,76.0,40.0,9.0,24.0,1.0,0.0,0.426,0.75,0.308,8.0,0.357,0.895,0.538,0.349,15.0,0.404,1.055,0.651,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,3.0,0.333,1.0,0.333,0.666,0.333,0.0
Daniel Vogelbach,596129,136,99.0,58.0,57.0,14.0,0.0,25.0,96.0,65.0,1.0,77.0,2.0,0.237,325.0,0.365,0.511,0.876,0.0,0.0,0.0,3.0,1759.0,394.0,166.0,64.0,144.0,0.0,2.0,0.252,0.6,0.292,7.0,0.393,1.06,0.667,0.212,11.0,0.281,0.781,0.5,0.248,4.6,0.78,8.33,2.32,31.1,16.76,4.92,0.0,0.65,3.0,9.48,3.16,1.28,0.33,5.0,0.4,2.0,0.4,2.0,1.6,1.0
