Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Vladimir Guerrero Jr.,665489,141,86.0,91.0,42.0,20.0,0.0,13.0,64.0,35.0,0.0,88.0,1.0,0.271,325.0,0.343,0.452,0.795,1.0,0.0,0.0,13.0,1394.0,362.0,147.0,49.0,138.0,0.0,1.0,0.301,1.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,7.11,0.74,11.37,0.0,6.1,23.53,8.85,1.0,0.66,2.67,11.37,4.26,1.74,0.0,4.0,0.25,1.0,0.25,0.5,0.25,0.0
Aaron Judge,592450,147,61.0,44.0,41.0,9.0,0.0,12.0,82.0,45.0,4.0,60.0,2.0,0.271,221.0,0.398,0.475,0.873,1.0,2.0,0.667,9.0,1182.0,270.0,105.0,30.0,90.0,0.0,1.0,0.375,1.22,18.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,6.0,0.167,1.0,0.286,0.453,0.167,0.0
Austin Romine,519222,147,49.0,42.0,18.0,7.0,0.0,6.0,33.0,6.0,0.0,41.0,0.0,0.265,155.0,0.29,0.426,0.716,0.0,1.0,1.0,4.0,585.0,163.0,66.0,28.0,60.0,1.0,1.0,0.299,1.02,25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,2.0,0.5,1.0,0.5,1.5,1.0,0.0
Brett Gardner,458731,147,100.0,99.0,64.0,17.0,5.0,17.0,61.0,38.0,0.0,87.0,3.0,0.257,339.0,0.335,0.487,0.822,2.0,9.0,0.818,4.0,1618.0,382.0,165.0,46.0,138.0,0.0,2.0,0.266,1.05,19.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,5.0,0.0,0.0,0.167,0.167,0.0,1.0
Breyvic Valera,591971,147,9.0,5.0,4.0,1.0,1.0,0.0,4.0,3.0,0.0,5.0,1.0,0.192,26.0,0.3,0.308,0.608,0.0,0.0,0.0,0.0,131.0,30.0,8.0,3.0,9.0,0.0,0.0,0.227,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cameron Maybin,457727,147,53.0,24.0,37.0,13.0,0.0,7.0,45.0,20.0,0.0,52.0,0.0,0.327,159.0,0.402,0.541,0.943,4.0,7.0,0.636,3.0,752.0,179.0,86.0,23.0,60.0,0.0,0.0,0.421,0.63,22.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Didi Gregorius,544369,147,45.0,44.0,28.0,7.0,1.0,8.0,25.0,8.0,0.0,49.0,0.0,0.268,183.0,0.297,0.448,0.745,1.0,1.0,0.5,4.0,747.0,192.0,82.0,31.0,78.0,0.0,1.0,0.272,0.67,22.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,6.0,0.333,2.0,0.333,1.0,0.667,1.0
DJ LeMahieu,518934,147,104.0,122.0,81.0,26.0,2.0,18.0,63.0,33.0,0.0,145.0,2.0,0.34,427.0,0.387,0.536,0.923,2.0,4.0,0.667,8.0,1735.0,466.0,229.0,79.0,127.0,1.0,3.0,0.364,1.21,23.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,4.0,0.25,1.0,0.25,0.75,0.5,0.0
Gary Sanchez,596142,147,77.0,56.0,43.0,9.0,1.0,24.0,90.0,25.0,2.0,68.0,5.0,0.229,297.0,0.299,0.508,0.807,0.0,0.0,0.0,3.0,1352.0,328.0,151.0,58.0,149.0,0.0,1.0,0.239,0.67,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,4.0,0.25,1.0,0.25,0.5,0.25,0.0
Gio Urshela,570482,147,95.0,78.0,55.0,26.0,0.0,16.0,52.0,20.0,0.0,98.0,4.0,0.32,306.0,0.365,0.562,0.927,1.0,1.0,0.5,10.0,1274.0,334.0,172.0,59.0,125.0,0.0,4.0,0.339,0.95,19.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,4.0,0.5,2.0,0.5,2.0,1.5,0.0
Gleyber Torres,650402,147,105.0,82.0,70.0,19.0,0.0,23.0,94.0,41.0,2.0,110.0,1.0,0.281,392.0,0.347,0.505,0.852,2.0,4.0,0.667,8.0,1784.0,439.0,198.0,62.0,153.0,1.0,4.0,0.312,0.74,17.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,3.0,0.333,1.0,0.333,0.666,0.333,0.0
Mike Ford,645801,147,17.0,14.0,12.0,2.0,0.0,3.0,12.0,9.0,2.0,10.0,2.0,0.189,53.0,0.328,0.396,0.724,0.0,0.0,0.0,0.0,244.0,64.0,21.0,5.0,20.0,0.0,0.0,0.184,0.82,17.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mike Tauchman,643565,147,63.0,42.0,39.0,14.0,1.0,12.0,55.0,22.0,0.0,56.0,0.0,0.301,186.0,0.375,0.581,0.956,0.0,5.0,1.0,6.0,893.0,208.0,108.0,41.0,78.0,0.0,0.0,0.37,1.27,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,2.61,0.83,7.84,0.0,10.1,16.45,2.67,1.0,0.68,12.0,10.45,0.87,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrew Benintendi,643217,111,104.0,82.0,59.0,34.0,4.0,12.0,117.0,45.0,1.0,121.0,5.0,0.283,427.0,0.356,0.466,0.822,2.0,9.0,0.818,3.0,1901.0,482.0,199.0,60.0,168.0,2.0,3.0,0.362,0.73,35.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,3.0,0.333,1.0,0.333,0.666,0.333,0.0
Brock Holt,571788,111,54.0,41.0,24.0,8.0,1.0,1.0,31.0,16.0,0.0,46.0,3.0,0.309,149.0,0.378,0.396,0.774,0.0,1.0,1.0,2.0,723.0,172.0,59.0,20.0,62.0,0.0,4.0,0.372,1.17,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Vazquez,543877,111,99.0,84.0,49.0,17.0,1.0,17.0,69.0,22.0,3.0,98.0,0.0,0.283,346.0,0.323,0.486,0.809,2.0,2.0,0.5,11.0,1424.0,372.0,168.0,50.0,157.0,1.0,3.0,0.308,0.85,20.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
J.D. Martinez,502110,111,107.0,94.0,72.0,26.0,2.0,27.0,99.0,50.0,5.0,133.0,2.0,0.31,429.0,0.383,0.569,0.952,0.0,1.0,1.0,13.0,1808.0,484.0,244.0,71.0,177.0,0.0,2.0,0.348,0.9,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,2.0,1.0,2.0,1.0,3.5,2.5,1.0
Jackie Bradley Jr.,598265,111,107.0,106.0,48.0,21.0,2.0,12.0,111.0,42.0,3.0,81.0,9.0,0.218,371.0,0.312,0.383,0.695,2.0,7.0,0.778,5.0,1636.0,426.0,142.0,43.0,163.0,3.0,1.0,0.277,1.38,30.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,2.0,0.5,1.0,0.5,1.0,0.5,0.0
Michael Chavis,656308,111,93.0,70.0,46.0,10.0,1.0,18.0,123.0,30.0,2.0,88.0,4.0,0.259,340.0,0.326,0.453,0.779,1.0,2.0,0.667,11.0,1465.0,374.0,154.0,57.0,166.0,0.0,0.0,0.352,1.19,18.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mitch Moreland,519048,111,57.0,56.0,28.0,11.0,0.0,14.0,47.0,22.0,0.0,42.0,0.0,0.227,185.0,0.306,0.514,0.82,0.0,1.0,1.0,9.0,843.0,209.0,95.0,41.0,105.0,0.0,2.0,0.222,1.33,13.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Mookie Betts,605141,111,117.0,97.0,106.0,29.0,4.0,20.0,82.0,83.0,6.0,130.0,2.0,0.281,462.0,0.389,0.491,0.88,2.0,12.0,0.857,11.0,2304.0,553.0,227.0,61.0,152.0,0.0,6.0,0.301,0.61,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,4.0,0.25,1.0,0.5,0.75,0.25,1.0
Rafael Devers,646240,111,116.0,127.0,95.0,38.0,3.0,24.0,84.0,35.0,5.0,149.0,2.0,0.316,471.0,0.365,0.563,0.927,6.0,8.0,0.571,5.0,1862.0,511.0,265.0,90.0,186.0,1.0,2.0,0.342,1.11,19.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,2.0,0.5,1.0,0.5,1.0,0.5,0.0
Sam Travis,607752,111,31.0,23.0,10.0,3.0,0.0,4.0,20.0,5.0,0.0,21.0,0.0,0.253,83.0,0.295,0.434,0.729,0.0,2.0,1.0,3.0,347.0,88.0,36.0,12.0,34.0,0.0,0.0,0.288,1.21,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sandy Leon,506702,111,49.0,29.0,12.0,2.0,0.0,5.0,36.0,10.0,0.0,26.0,1.0,0.195,133.0,0.255,0.323,0.578,0.0,0.0,0.0,0.0,596.0,148.0,43.0,16.0,69.0,3.0,1.0,0.226,0.63,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,2.0,0.5,1.0,0.5,2.5,2.0,0.0
Xander Bogaerts,593428,111,114.0,105.0,91.0,39.0,0.0,25.0,93.0,59.0,2.0,138.0,1.0,0.307,449.0,0.386,0.561,0.947,1.0,3.0,0.75,7.0,2105.0,513.0,252.0,87.0,197.0,0.0,4.0,0.337,0.9,17.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302,5.55,0.49,10.73,1.12,24.1,19.44,5.6,0.0,0.62,1.85,8.88,4.81,1.73,0.33,5.0,0.4,2.0,0.4,0.8,0.4,1.0
Albert Pujols,405395,108,92.0,105.0,40.0,14.0,0.0,18.0,50.0,27.0,1.0,83.0,3.0,0.243,341.0,0.299,0.443,0.742,0.0,0.0,0.0,14.0,1405.0,378.0,151.0,66.0,157.0,0.0,7.0,0.232,0.95,18.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,32.0,0.313,10.0,0.313,0.813,0.5,1.0
Brian Goodwin,571718,108,94.0,56.0,45.0,21.0,2.0,10.0,75.0,22.0,2.0,78.0,2.0,0.286,273.0,0.34,0.487,0.827,2.0,3.0,0.6,1.0,1285.0,301.0,133.0,32.0,98.0,1.0,3.0,0.356,0.82,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fletcher,664058,108,110.0,133.0,58.0,23.0,3.0,5.0,41.0,38.0,1.0,114.0,0.0,0.279,409.0,0.339,0.386,0.726,3.0,8.0,0.727,8.0,1848.0,448.0,158.0,39.0,141.0,0.0,1.0,0.299,1.09,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Justin Upton,457708,108,36.0,19.0,21.0,5.0,0.0,6.0,49.0,18.0,0.0,27.0,0.0,0.211,128.0,0.302,0.391,0.693,0.0,1.0,1.0,1.0,681.0,149.0,50.0,17.0,65.0,0.0,3.0,0.276,0.53,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,14.0,0.143,2.0,0.2,0.343,0.143,1.0
Kevan Smith,607345,108,42.0,43.0,17.0,9.0,0.0,2.0,23.0,13.0,0.0,30.0,2.0,0.252,119.0,0.333,0.378,0.711,0.0,1.0,1.0,6.0,508.0,135.0,45.0,12.0,40.0,0.0,1.0,0.295,1.79,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Kole Calhoun,594777,108,110.0,101.0,64.0,21.0,1.0,25.0,110.0,46.0,5.0,92.0,5.0,0.229,402.0,0.314,0.473,0.787,1.0,3.0,0.75,8.0,1720.0,456.0,190.0,59.0,165.0,0.0,2.0,0.249,1.0,16.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,25.0,0.36,9.0,0.385,0.985,0.6,0.0
Luis Rengifo,650859,108,77.0,71.0,34.0,13.0,3.0,4.0,67.0,31.0,0.0,60.0,3.0,0.235,255.0,0.322,0.357,0.679,3.0,1.0,0.25,6.0,1212.0,293.0,91.0,23.0,111.0,1.0,3.0,0.299,1.16,63.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Thaiss,642136,108,21.0,11.0,10.0,2.0,0.0,5.0,23.0,6.0,0.0,12.0,0.0,0.2,60.0,0.273,0.483,0.756,0.0,0.0,0.0,2.0,277.0,66.0,29.0,14.0,29.0,0.0,0.0,0.219,0.79,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Stassi,545358,108,36.0,24.0,4.0,1.0,0.0,1.0,40.0,7.0,0.0,15.0,1.0,0.147,102.0,0.209,0.186,0.395,0.0,0.0,0.0,2.0,412.0,110.0,19.0,3.0,50.0,0.0,0.0,0.23,1.04,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,2.0,0.0,0.0,0.333,0.333,0.0,1.0
Mike Trout,545361,108,110.0,61.0,89.0,27.0,1.0,38.0,94.0,88.0,11.0,116.0,12.0,0.299,388.0,0.439,0.668,1.107,2.0,9.0,0.818,5.0,2068.0,492.0,259.0,89.0,152.0,0.0,4.0,0.3,0.5,10.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,35.0,0.286,10.0,0.324,0.781,0.457,1.0
Shohei Ohtani,660271,108,78.0,78.0,35.0,12.0,2.0,15.0,73.0,28.0,1.0,78.0,2.0,0.283,276.0,0.348,0.504,0.852,3.0,9.0,0.75,3.0,1262.0,310.0,139.0,43.0,135.0,0.0,4.0,0.328,1.53,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfredo Tovar,541600,108,20.0,16.0,3.0,4.0,0.0,0.0,11.0,5.0,0.0,9.0,0.0,0.191,47.0,0.269,0.277,0.546,0.0,0.0,0.0,0.0,210.0,52.0,13.0,3.0,21.0,0.0,0.0,0.25,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,6.28,0.89,11.93,2.55,28.2,18.14,6.38,0.0,0.68,4.6,7.22,1.57,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
