Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Austin Nola,543592,136,42.0,20.0,16.0,6.0,1.0,4.0,27.0,6.0,1.0,33.0,2.0,0.303,109.0,0.35,0.486,0.837,0.0,0.0,0.0,0.0,415.0,118.0,53.0,11.0,40.0,1.0,0.0,0.372,0.67,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,True
Daniel Vogelbach,596129,136,111.0,65.0,61.0,15.0,0.0,27.0,112.0,70.0,1.0,82.0,2.0,0.224,366.0,0.35,0.486,0.836,0.0,0.0,0.0,3.0,1984.0,440.0,178.0,68.0,166.0,0.0,2.0,0.24,0.6,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,False
Dee Gordon,543829,136,82.0,99.0,28.0,9.0,3.0,3.0,46.0,12.0,0.0,78.0,1.0,0.278,281.0,0.304,0.363,0.667,3.0,17.0,0.85,5.0,1058.0,302.0,102.0,27.0,101.0,3.0,5.0,0.316,1.5,93.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Domingo Santana,570267,136,114.0,94.0,63.0,20.0,1.0,21.0,157.0,49.0,1.0,113.0,2.0,0.259,437.0,0.335,0.453,0.788,3.0,8.0,0.727,10.0,2070.0,492.0,198.0,69.0,183.0,0.0,2.0,0.352,1.25,20.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Dylan Moore,664238,136,81.0,30.0,21.0,9.0,2.0,5.0,67.0,18.0,0.0,34.0,6.0,0.206,165.0,0.307,0.376,0.683,7.0,7.0,0.5,5.0,800.0,190.0,62.0,13.0,74.0,1.0,0.0,0.312,0.86,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True
J.P. Crawford,641487,136,66.0,63.0,29.0,18.0,3.0,5.0,65.0,30.0,0.0,59.0,1.0,0.241,245.0,0.323,0.4,0.723,3.0,5.0,0.625,2.0,1212.0,281.0,98.0,38.0,99.0,2.0,3.0,0.303,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Keon Broxton,542979,136,83.0,36.0,20.0,4.0,0.0,5.0,90.0,14.0,0.0,33.0,0.0,0.179,184.0,0.237,0.283,0.52,4.0,10.0,0.714,5.0,840.0,199.0,52.0,13.0,102.0,1.0,0.0,0.315,1.38,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kyle Seager,572122,136,66.0,48.0,34.0,11.0,1.0,14.0,57.0,25.0,0.0,59.0,2.0,0.242,244.0,0.315,0.467,0.782,1.0,1.0,0.5,5.0,1062.0,273.0,114.0,37.0,101.0,0.0,2.0,0.257,0.59,17.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,3.0,0.333,1.0,0.333,1.0,0.667,1.0,True
Mallex Smith,605480,136,101.0,109.0,55.0,18.0,7.0,5.0,113.0,32.0,0.0,96.0,8.0,0.238,404.0,0.306,0.354,0.66,8.0,34.0,0.81,4.0,1794.0,446.0,143.0,30.0,138.0,1.0,1.0,0.317,1.24,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,3.0,0.667,2.0,0.667,1.334,0.667,1.0,True
Omar Narvaez,553882,136,100.0,68.0,53.0,9.0,0.0,17.0,71.0,37.0,1.0,96.0,3.0,0.291,330.0,0.366,0.473,0.838,0.0,0.0,0.0,5.0,1544.0,372.0,156.0,43.0,145.0,0.0,2.0,0.324,0.7,19.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,2.0,0.5,1.0,0.667,1.667,1.0,1.0,True
Tim Lopes,621005,136,10.0,6.0,4.0,1.0,0.0,1.0,5.0,2.0,0.0,6.0,1.0,0.24,25.0,0.31,0.4,0.71,0.0,1.0,1.0,0.0,107.0,29.0,10.0,5.0,10.0,0.0,1.0,0.25,0.67,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Tom Murphy,608596,136,50.0,20.0,19.0,8.0,1.0,12.0,64.0,7.0,0.0,48.0,1.0,0.279,172.0,0.309,0.547,0.856,0.0,1.0,1.0,0.0,768.0,181.0,94.0,27.0,74.0,0.0,1.0,0.371,0.49,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,5.48,1.24,8.22,0.78,23.0,17.43,5.87,0.667,0.6,2.2,8.61,3.91,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Brian Anderson,605119,146,119.0,120.0,54.0,31.0,1.0,20.0,105.0,42.0,1.0,111.0,13.0,0.255,435.0,0.337,0.469,0.806,1.0,5.0,0.833,15.0,1811.0,493.0,204.0,64.0,166.0,0.0,3.0,0.291,1.18,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,11.0,0.455,5.0,0.455,1.091,0.636,0.0,True
Bryan Holaday,592407,146,27.0,23.0,9.0,4.0,0.0,3.0,13.0,9.0,2.0,24.0,1.0,0.3,80.0,0.378,0.463,0.84,1.0,0.0,0.0,4.0,354.0,91.0,37.0,8.0,30.0,1.0,0.0,0.328,1.1,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Curtis Granderson,434158,146,103.0,57.0,40.0,17.0,1.0,11.0,84.0,33.0,1.0,51.0,3.0,0.186,274.0,0.279,0.376,0.655,3.0,0.0,0.0,3.0,1346.0,312.0,103.0,32.0,98.0,0.0,2.0,0.221,0.68,24.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,5.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Garrett Cooper,643265,146,83.0,87.0,44.0,10.0,1.0,11.0,90.0,29.0,0.0,84.0,5.0,0.284,296.0,0.355,0.436,0.791,0.0,0.0,0.0,8.0,1370.0,332.0,129.0,40.0,105.0,0.0,2.0,0.371,2.35,26.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,4.0,0.25,1.0,0.4,0.65,0.25,0.0,True
Harold Ramirez,623912,146,79.0,101.0,38.0,14.0,1.0,7.0,62.0,11.0,1.0,75.0,4.0,0.261,287.0,0.297,0.39,0.687,0.0,2.0,1.0,7.0,1131.0,303.0,112.0,36.0,110.0,0.0,1.0,0.311,2.02,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Isan Diaz,656371,146,10.0,6.0,4.0,1.0,0.0,1.0,14.0,3.0,0.0,8.0,1.0,0.205,39.0,0.279,0.308,0.587,1.0,0.0,0.0,1.0,163.0,43.0,12.0,2.0,17.0,0.0,0.0,0.292,0.55,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,True
Jon Berti,542932,146,36.0,36.0,25.0,8.0,1.0,2.0,27.0,11.0,0.0,32.0,4.0,0.288,111.0,0.37,0.432,0.803,0.0,5.0,1.0,2.0,492.0,127.0,48.0,10.0,48.0,0.0,1.0,0.361,2.12,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,1.0,1.0,1.0,1.0,3.0,2.0,0.0,True
Jorge Alfaro,595751,146,94.0,82.0,30.0,10.0,1.0,11.0,116.0,11.0,0.0,82.0,7.0,0.259,317.0,0.297,0.401,0.697,3.0,2.0,0.4,7.0,1246.0,337.0,127.0,40.0,148.0,0.0,2.0,0.37,2.1,28.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,5.0,0.4,2.0,0.5,0.9,0.4,0.0,True
Lewis Brinson,621446,146,38.0,31.0,4.0,6.0,0.0,0.0,37.0,4.0,0.0,22.0,3.0,0.193,114.0,0.238,0.246,0.483,1.0,1.0,0.5,4.0,464.0,123.0,28.0,8.0,36.0,1.0,1.0,0.282,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,6.0,0.0,0.0,0.143,0.143,0.0,0.0,True
Martin Prado,445988,146,71.0,66.0,20.0,8.0,0.0,1.0,32.0,7.0,0.0,48.0,0.0,0.249,193.0,0.271,0.306,0.577,0.0,0.0,0.0,6.0,792.0,203.0,59.0,14.0,57.0,0.0,3.0,0.288,1.32,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,3.0,0.333,1.0,0.333,0.666,0.333,0.0,False
Neil Walker,435522,146,81.0,53.0,23.0,14.0,0.0,5.0,58.0,29.0,0.0,62.0,1.0,0.262,237.0,0.343,0.384,0.727,0.0,2.0,1.0,6.0,1051.0,268.0,91.0,23.0,111.0,0.0,1.0,0.326,0.82,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Starlin Castro,516770,146,120.0,145.0,40.0,18.0,3.0,11.0,85.0,18.0,1.0,124.0,1.0,0.261,476.0,0.285,0.38,0.665,1.0,2.0,0.667,16.0,1871.0,502.0,181.0,57.0,199.0,0.0,7.0,0.292,1.12,43.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229,2.87,1.0,7.76,0.58,31.1,15.67,3.76,0.0,0.68,5.11,13.21,2.59,1.15,0.5,10.0,0.3,3.0,0.273,0.573,0.3,0.0,True
A.J. Pollock,572041,119,51.0,53.0,33.0,9.0,1.0,8.0,41.0,14.0,1.0,49.0,4.0,0.263,186.0,0.322,0.452,0.774,1.0,2.0,0.667,4.0,759.0,208.0,84.0,30.0,97.0,0.0,4.0,0.291,1.13,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Cody Bellinger,641355,119,118.0,76.0,96.0,24.0,2.0,40.0,81.0,72.0,15.0,135.0,3.0,0.317,426.0,0.416,0.664,1.08,5.0,10.0,0.667,5.0,2062.0,506.0,283.0,93.0,182.0,0.0,4.0,0.307,0.55,10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,2.0,0.0,0.0,0.5,0.5,0.0,1.0,True
Corey Seager,608369,119,97.0,85.0,61.0,30.0,0.0,12.0,72.0,38.0,2.0,93.0,4.0,0.266,349.0,0.343,0.456,0.798,0.0,1.0,1.0,5.0,1429.0,394.0,159.0,53.0,165.0,0.0,3.0,0.302,0.83,29.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,1.0,0.0,0.0,0.5,0.5,0.0,1.0,True
Edwin Rios,621458,119,15.0,7.0,8.0,2.0,1.0,2.0,10.0,7.0,0.0,10.0,0.0,0.357,28.0,0.486,0.714,1.2,0.0,0.0,0.0,0.0,158.0,35.0,20.0,4.0,5.0,0.0,0.0,0.5,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Joc Pederson,592626,119,111.0,82.0,60.0,10.0,3.0,24.0,86.0,39.0,1.0,82.0,10.0,0.236,348.0,0.329,0.489,0.818,0.0,1.0,1.0,4.0,1589.0,398.0,170.0,52.0,127.0,0.0,1.0,0.243,0.83,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Justin Turner,457759,119,113.0,78.0,70.0,22.0,0.0,21.0,76.0,43.0,1.0,116.0,12.0,0.289,401.0,0.372,0.501,0.873,0.0,2.0,1.0,9.0,1831.0,460.0,201.0,56.0,158.0,0.0,4.0,0.308,0.58,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,5.0,0.2,1.0,0.2,0.6,0.4,0.0,False
Kristopher Negron,502117,119,23.0,11.0,11.0,0.0,0.0,2.0,21.0,4.0,0.0,16.0,0.0,0.267,60.0,0.313,0.367,0.679,0.0,1.0,1.0,1.0,269.0,64.0,22.0,8.0,26.0,0.0,0.0,0.378,0.92,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kyle Garlick,664247,119,28.0,4.0,7.0,3.0,0.0,3.0,19.0,3.0,1.0,11.0,0.0,0.244,45.0,0.292,0.511,0.803,0.0,0.0,0.0,0.0,173.0,48.0,23.0,6.0,21.0,0.0,0.0,0.348,0.36,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,2.0,0.5,1.0,0.5,2.5,2.0,0.0,True
Matt Beaty,607461,119,62.0,53.0,25.0,15.0,1.0,6.0,23.0,10.0,1.0,48.0,0.0,0.289,166.0,0.33,0.5,0.83,0.0,1.0,1.0,2.0,641.0,176.0,83.0,35.0,59.0,0.0,0.0,0.307,1.26,27.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Max Muncy,571970,119,118.0,96.0,80.0,18.0,1.0,29.0,117.0,71.0,1.0,106.0,4.0,0.259,410.0,0.37,0.52,0.89,1.0,3.0,0.75,5.0,2112.0,489.0,213.0,81.0,189.0,0.0,4.0,0.287,1.01,14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,1.0,0.0,0.0,0.5,0.5,0.0,1.0,True
Russell Martin,431145,119,65.0,49.0,24.0,4.0,0.0,4.0,44.0,25.0,3.0,36.0,7.0,0.218,165.0,0.342,0.315,0.657,0.0,0.0,0.0,1.0,839.0,199.0,52.0,15.0,78.0,0.0,2.0,0.269,1.29,41.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217,4.08,0.56,7.22,1.6,28.2,17.2,4.79,1.0,0.63,2.73,9.42,3.45,1.19,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
