Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Matt Adams,571431,120,103.0,50.0,41.0,14.0,0.0,20.0,105.0,19.0,1.0,67.0,2.0,0.232,289.0,0.283,0.488,0.771,0.0,0.0,0.0,6.0,1227.0,311.0,141.0,56.0,142.0,0.0,1.0,0.285,0.74,14.45,0.0,0.053,1.0,0.182,0.235,0.053,23.5,0.17,8.0,0.22,0.582,0.362,0.327,5.0,1.06,12.0,1.0,27.0,18.11,5.33,1.0,0.63,1.17,4.67,4.0,1.78,0.5,4.0,0.25,1.0,0.25,1.25,1.0,1.0,False
Michael A. Taylor,572191,120,45.0,16.0,7.0,5.0,0.0,0.0,32.0,7.0,0.0,16.0,0.0,0.205,78.0,0.271,0.269,0.54,0.0,4.0,1.0,0.0,349.0,87.0,21.0,2.0,38.0,2.0,0.0,0.348,1.0,0.0,0.0,0.091,1.0,0.091,0.182,0.091,0.0,0.136,3.0,0.174,0.31,0.136,0.327,5.0,1.06,12.0,1.0,27.0,18.11,5.33,1.0,0.63,1.17,4.67,4.0,1.78,0.5,7.0,0.571,4.0,0.625,1.339,0.714,0.0,False
Raudy Read,600466,120,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.327,5.0,1.06,12.0,1.0,27.0,18.11,5.33,1.0,0.63,1.17,4.67,4.0,1.78,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Ryan Zimmerman,475582,120,36.0,32.0,13.0,9.0,0.0,4.0,28.0,13.0,0.0,32.0,0.0,0.252,127.0,0.317,0.417,0.734,0.0,0.0,0.0,1.0,574.0,142.0,53.0,19.0,62.0,0.0,2.0,0.289,0.86,31.75,24.0,0.292,7.0,0.32,0.862,0.542,57.0,0.298,17.0,0.328,0.784,0.456,0.327,5.0,1.06,12.0,1.0,27.0,18.11,5.33,1.0,0.63,1.17,4.67,4.0,1.78,0.5,30.0,0.3,9.0,0.364,0.864,0.5,0.0,True
Trea Turner,607208,120,100.0,105.0,76.0,28.0,5.0,13.0,94.0,37.0,2.0,126.0,3.0,0.295,427.0,0.354,0.475,0.829,5.0,31.0,0.861,9.0,1830.0,469.0,203.0,46.0,123.0,0.0,2.0,0.351,1.01,32.85,0.0,0.258,8.0,0.281,0.571,0.29,0.0,0.299,20.0,0.333,0.721,0.388,0.327,5.0,1.06,12.0,1.0,27.0,18.11,5.33,1.0,0.63,1.17,4.67,4.0,1.78,0.5,22.0,0.409,9.0,0.458,1.049,0.591,0.0,True
Victor Robles,645302,120,134.0,116.0,77.0,28.0,3.0,17.0,122.0,31.0,3.0,118.0,22.0,0.251,471.0,0.324,0.431,0.755,8.0,24.0,0.75,6.0,1990.0,534.0,203.0,58.0,198.0,6.0,4.0,0.301,0.93,27.71,25.0,0.24,6.0,0.296,0.816,0.52,58.0,0.241,14.0,0.323,0.702,0.379,0.327,5.0,1.06,12.0,1.0,27.0,18.11,5.33,1.0,0.63,1.17,4.67,4.0,1.78,0.5,12.0,0.25,3.0,0.308,0.641,0.333,0.0,True
Wilmer Difo,594694,120,39.0,38.0,14.0,2.0,0.0,2.0,27.0,12.0,3.0,28.0,0.0,0.231,121.0,0.301,0.298,0.598,1.0,0.0,0.0,2.0,513.0,134.0,36.0,7.0,44.0,1.0,0.0,0.283,1.31,60.5,0.0,0.227,5.0,0.292,0.519,0.227,0.0,0.208,10.0,0.269,0.477,0.208,0.327,5.0,1.06,12.0,1.0,27.0,18.11,5.33,1.0,0.63,1.17,4.67,4.0,1.78,0.5,10.0,0.1,1.0,0.25,0.35,0.1,1.0,False
Yan Gomes,543228,120,78.0,57.0,27.0,11.0,0.0,7.0,62.0,33.0,4.0,53.0,4.0,0.215,247.0,0.317,0.344,0.661,0.0,1.0,1.0,5.0,1140.0,284.0,85.0,31.0,103.0,0.0,0.0,0.258,0.76,35.29,27.0,0.333,9.0,0.4,0.993,0.593,25.0,0.22,11.0,0.316,0.736,0.42,0.327,5.0,1.06,12.0,1.0,27.0,18.11,5.33,1.0,0.63,1.17,4.67,4.0,1.78,0.5,6.0,0.167,1.0,0.286,0.453,0.167,0.0,False
Amed Rosario,642708,121,134.0,143.0,67.0,26.0,7.0,12.0,112.0,28.0,2.0,152.0,2.0,0.286,531.0,0.323,0.429,0.752,8.0,16.0,0.667,11.0,2092.0,566.0,228.0,59.0,211.0,2.0,3.0,0.341,1.11,44.25,0.0,0.25,8.0,0.273,0.523,0.25,0.0,0.275,19.0,0.296,0.6,0.304,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,10.0,0.2,2.0,0.2,0.5,0.3,0.0,True
Brandon Nimmo,607043,121,47.0,30.0,23.0,8.0,0.0,4.0,49.0,32.0,1.0,28.0,3.0,0.207,135.0,0.366,0.356,0.722,0.0,2.0,1.0,1.0,740.0,173.0,48.0,17.0,37.0,1.0,2.0,0.286,0.97,33.75,10.0,0.2,2.0,0.5,1.1,0.6,32.0,0.25,8.0,0.48,0.949,0.469,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,4.0,0.25,1.0,0.571,0.821,0.25,1.0,False
J.D. Davis,605204,121,120.0,89.0,55.0,18.0,1.0,18.0,84.0,35.0,2.0,106.0,2.0,0.305,348.0,0.37,0.517,0.887,0.0,3.0,1.0,13.0,1531.0,387.0,180.0,49.0,158.0,0.0,2.0,0.355,1.25,19.33,9.33,0.321,9.0,0.387,1.101,0.714,13.0,0.269,14.0,0.345,0.883,0.538,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,7.0,0.571,4.0,0.571,1.285,0.714,0.0,True
Jeff McNeil,643446,121,115.0,111.0,71.0,33.0,1.0,18.0,65.0,29.0,2.0,142.0,18.0,0.324,438.0,0.39,0.527,0.917,5.0,4.0,0.444,4.0,1757.0,485.0,231.0,64.0,149.0,0.0,0.0,0.349,0.93,24.33,10.67,0.25,8.0,0.273,0.836,0.563,15.25,0.246,15.0,0.303,0.811,0.508,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,6.0,0.167,1.0,0.286,0.619,0.333,1.0,True
Joe Panik,605412,121,127.0,132.0,47.0,21.0,2.0,4.0,46.0,40.0,2.0,103.0,4.0,0.243,423.0,0.312,0.331,0.643,2.0,4.0,0.667,6.0,1798.0,473.0,140.0,37.0,167.0,2.0,4.0,0.263,0.89,105.75,24.0,0.292,7.0,0.346,0.888,0.542,52.0,0.25,13.0,0.291,0.656,0.365,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,8.0,0.5,4.0,0.5,1.25,0.75,1.0,True
Juan Lagares,501571,121,114.0,63.0,32.0,11.0,1.0,3.0,67.0,20.0,4.0,47.0,2.0,0.204,230.0,0.273,0.3,0.573,1.0,3.0,0.75,6.0,966.0,255.0,69.0,20.0,93.0,2.0,1.0,0.273,1.13,76.67,19.0,0.053,1.0,0.1,0.311,0.211,46.0,0.196,9.0,0.275,0.645,0.37,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,1.0,1.0,1.0,1.0,5.0,4.0,0.0,True
Luis Guillorme,641645,121,37.0,15.0,6.0,4.0,0.0,1.0,12.0,7.0,0.0,11.0,0.0,0.224,49.0,0.321,0.367,0.689,0.0,0.0,0.0,2.0,254.0,57.0,18.0,3.0,21.0,1.0,0.0,0.278,1.25,49.0,0.0,0.333,2.0,0.6,1.267,0.667,0.0,0.313,5.0,0.5,1.0,0.5,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Michael Conforto,624424,121,129.0,94.0,77.0,25.0,1.0,28.0,126.0,68.0,4.0,124.0,10.0,0.259,478.0,0.36,0.492,0.852,2.0,7.0,0.778,9.0,2219.0,561.0,235.0,80.0,200.0,0.0,5.0,0.292,0.68,17.07,31.0,0.29,9.0,0.333,0.817,0.484,32.0,0.266,17.0,0.309,0.778,0.469,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,14.0,0.143,2.0,0.2,0.629,0.429,1.0,True
Pete Alonso,624413,121,138.0,112.0,86.0,27.0,2.0,45.0,148.0,63.0,4.0,136.0,19.0,0.267,509.0,0.367,0.593,0.96,0.0,1.0,1.0,11.0,2372.0,594.0,302.0,105.0,221.0,0.0,3.0,0.285,0.97,11.31,10.0,0.333,10.0,0.394,1.027,0.633,12.4,0.242,15.0,0.309,0.825,0.516,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,6.0,0.333,2.0,0.333,1.166,0.833,0.0,True
Rajai Davis,434658,121,15.0,6.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.188,16.0,0.235,0.438,0.673,0.0,0.0,0.0,0.0,66.0,17.0,7.0,4.0,10.0,0.0,0.0,0.167,1.5,16.0,0.0,0.0,0.0,0.2,0.2,0.0,16.0,0.188,3.0,0.235,0.673,0.438,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,16.0,0.313,5.0,0.333,0.833,0.5,0.0,False
Rene Rivera,425784,121,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.286,7.0,0.444,0.286,0.73,0.0,0.0,0.0,0.0,34.0,9.0,2.0,1.0,3.0,0.0,0.0,0.333,1.0,0.0,0.0,0.286,2.0,0.444,0.73,0.286,0.0,0.286,2.0,0.444,0.73,0.286,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Robinson Cano,429664,121,87.0,107.0,39.0,23.0,0.0,11.0,58.0,18.0,3.0,85.0,3.0,0.259,328.0,0.303,0.43,0.733,0.0,0.0,0.0,13.0,1216.0,350.0,141.0,34.0,143.0,0.0,1.0,0.285,1.35,29.82,14.0,0.464,13.0,0.5,1.321,0.821,11.6,0.328,19.0,0.361,1.016,0.655,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,21.0,0.286,6.0,0.375,0.851,0.476,1.0,True
Sam Haggerty,664059,121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Todd Frazier,453943,121,114.0,90.0,52.0,15.0,2.0,18.0,96.0,33.0,0.0,92.0,10.0,0.234,393.0,0.31,0.42,0.729,2.0,1.0,0.333,9.0,1746.0,436.0,165.0,59.0,174.0,0.0,0.0,0.265,0.78,21.83,11.0,0.364,8.0,0.462,1.189,0.727,24.5,0.245,12.0,0.339,0.768,0.429,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,21.0,0.048,1.0,0.125,0.173,0.048,0.0,False
Tomas Nido,621512,121,40.0,41.0,7.0,5.0,0.0,3.0,30.0,5.0,1.0,24.0,0.0,0.205,117.0,0.238,0.325,0.562,0.0,0.0,0.0,3.0,409.0,123.0,38.0,13.0,58.0,1.0,0.0,0.25,1.78,39.0,0.0,0.105,2.0,0.15,0.361,0.211,0.0,0.128,5.0,0.19,0.421,0.231,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Wilson Ramos,467092,121,123.0,168.0,47.0,15.0,0.0,13.0,58.0,39.0,5.0,123.0,2.0,0.295,417.0,0.357,0.424,0.781,0.0,1.0,1.0,15.0,1499.0,460.0,177.0,67.0,174.0,0.0,2.0,0.316,2.4,32.08,0.0,0.393,11.0,0.433,0.969,0.536,0.0,0.386,22.0,0.407,0.881,0.474,0.252,5.93,0.77,8.89,1.33,27.1,16.43,6.31,1.0,0.64,1.57,7.24,4.61,1.5,0.5,22.0,0.364,8.0,0.462,0.917,0.455,0.0,False
Aaron Judge,592450,147,84.0,62.0,59.0,15.0,0.0,20.0,114.0,53.0,4.0,86.0,2.0,0.275,313.0,0.382,0.514,0.896,1.0,3.0,0.75,9.0,1585.0,370.0,161.0,45.0,121.0,0.0,1.0,0.367,1.19,15.65,8.67,0.308,8.0,0.379,1.11,0.731,7.5,0.317,19.0,0.359,1.126,0.767,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,5.0,0.4,2.0,0.333,1.333,1.0,0.0,True
Austin Romine,519222,147,60.0,53.0,20.0,9.0,0.0,6.0,42.0,7.0,0.0,51.0,0.0,0.267,191.0,0.291,0.408,0.7,1.0,1.0,0.5,5.0,726.0,200.0,78.0,32.0,70.0,1.0,1.0,0.313,1.13,31.83,0.0,0.227,5.0,0.261,0.579,0.318,27.0,0.296,16.0,0.309,0.79,0.481,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,3.0,0.333,1.0,0.5,0.833,0.333,0.0,True
Brett Gardner,458731,147,121.0,118.0,73.0,23.0,7.0,20.0,84.0,47.0,0.0,103.0,3.0,0.248,416.0,0.327,0.481,0.808,2.0,9.0,0.818,5.0,1998.0,468.0,200.0,57.0,169.0,0.0,2.0,0.264,1.04,20.8,8.67,0.154,4.0,0.241,0.741,0.5,19.0,0.211,12.0,0.262,0.736,0.474,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,8.0,0.25,2.0,0.4,0.65,0.25,1.0,False
Cameron Maybin,457727,147,65.0,32.0,40.0,15.0,0.0,8.0,59.0,24.0,0.0,57.0,0.0,0.291,196.0,0.368,0.49,0.858,4.0,7.0,0.636,5.0,922.0,220.0,96.0,26.0,78.0,0.0,0.0,0.38,0.67,24.5,0.0,0.1,2.0,0.143,0.293,0.15,25.5,0.235,12.0,0.291,0.722,0.431,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,4.0,0.5,2.0,0.5,1.0,0.5,0.0,False
Clint Frazier,640449,147,56.0,41.0,25.0,11.0,0.0,11.0,59.0,14.0,1.0,54.0,2.0,0.276,196.0,0.326,0.5,0.826,2.0,1.0,0.333,2.0,848.0,215.0,98.0,34.0,79.0,0.0,3.0,0.333,0.91,17.82,0.0,0.273,6.0,0.304,0.622,0.318,49.0,0.286,14.0,0.345,0.794,0.449,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Didi Gregorius,544369,147,65.0,63.0,39.0,10.0,1.0,14.0,41.0,11.0,0.0,65.0,1.0,0.253,257.0,0.284,0.463,0.747,1.0,1.0,0.5,4.0,1045.0,271.0,119.0,50.0,110.0,0.0,2.0,0.25,0.7,18.36,21.0,0.143,3.0,0.217,0.503,0.286,13.5,0.185,10.0,0.241,0.685,0.444,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,11.0,0.455,5.0,0.5,1.227,0.727,1.0,True
DJ LeMahieu,518934,147,126.0,154.0,97.0,28.0,2.0,24.0,78.0,40.0,0.0,172.0,2.0,0.331,520.0,0.378,0.531,0.909,2.0,4.0,0.667,11.0,2135.0,567.0,276.0,90.0,148.0,1.0,4.0,0.351,1.27,21.67,14.5,0.31,9.0,0.375,0.892,0.517,16.25,0.277,18.0,0.319,0.796,0.477,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,14.0,0.071,1.0,0.188,0.259,0.071,0.0,False
Edwin Encarnacion,429665,147,103.0,71.0,77.0,17.0,0.0,31.0,96.0,57.0,1.0,94.0,7.0,0.24,392.0,0.344,0.52,0.865,1.0,0.0,0.0,4.0,2024.0,459.0,204.0,78.0,142.0,0.0,3.0,0.235,0.53,12.64,25.0,0.4,10.0,0.5,1.1,0.6,30.5,0.344,21.0,0.42,0.977,0.557,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,14.0,0.143,2.0,0.25,0.393,0.143,0.0,False
Gary Sanchez,596142,147,99.0,70.0,58.0,11.0,1.0,34.0,115.0,34.0,3.0,89.0,8.0,0.237,376.0,0.313,0.543,0.855,0.0,0.0,0.0,3.0,1737.0,419.0,204.0,74.0,186.0,0.0,1.0,0.241,0.68,11.06,5.0,0.32,8.0,0.433,1.393,0.96,7.71,0.241,13.0,0.339,0.987,0.648,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False
Gleyber Torres,650402,147,128.0,104.0,88.0,21.0,0.0,34.0,110.0,47.0,3.0,136.0,2.0,0.283,480.0,0.346,0.54,0.886,2.0,4.0,0.667,9.0,2122.0,535.0,259.0,79.0,195.0,1.0,5.0,0.299,0.76,14.12,27.0,0.222,6.0,0.267,0.6,0.333,11.4,0.281,16.0,0.333,0.894,0.561,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,4.0,0.5,2.0,0.5,2.0,1.5,0.0,True
Luke Voit,572228,147,99.0,73.0,61.0,17.0,1.0,19.0,122.0,61.0,2.0,101.0,8.0,0.276,366.0,0.39,0.484,0.874,0.0,0.0,0.0,10.0,1719.0,436.0,177.0,54.0,154.0,0.0,1.0,0.363,1.03,19.26,0.0,0.19,4.0,0.37,0.608,0.238,50.0,0.28,14.0,0.41,0.81,0.4,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Mike Ford,645801,147,38.0,33.0,23.0,4.0,0.0,10.0,21.0,13.0,2.0,27.0,3.0,0.231,117.0,0.323,0.521,0.845,0.0,0.0,0.0,0.0,522.0,133.0,61.0,16.0,39.0,0.0,0.0,0.198,0.92,11.7,6.0,0.292,7.0,0.346,1.179,0.833,7.33,0.341,15.0,0.383,1.178,0.795,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,2.0,0.0,0.0,0.333,0.333,0.0,1.0,False
Mike Tauchman,643565,147,84.0,56.0,44.0,17.0,1.0,12.0,71.0,32.0,0.0,70.0,1.0,0.276,254.0,0.358,0.492,0.85,0.0,6.0,1.0,9.0,1249.0,288.0,125.0,45.0,105.0,0.0,1.0,0.337,0.97,21.17,0.0,0.13,3.0,0.231,0.361,0.13,0.0,0.22,11.0,0.298,0.538,0.24,0.257,5.06,0.89,9.45,1.03,26.2,19.99,5.84,1.0,0.62,2.07,10.46,5.06,1.61,0.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,True
