Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Travis Demeritte,641513,116,41.0,25.0,21.0,6.0,2.0,3.0,53.0,12.0,0.0,34.0,0.0,0.234,145.0,0.291,0.366,0.657,0.0,3.0,1.0,2.0,659.0,159.0,53.0,10.0,66.0,1.0,1.0,0.344,0.71,48.33,24.0,0.25,6.0,0.25,0.708,0.458,53.0,0.208,11.0,0.236,0.557,0.321,0.198,3.31,0.55,6.61,1.4,32.2,13.07,3.35,0.0,0.66,8.0,6.61,0.83,0.83,0.5,2.0,0.5,1.0,0.5,1.0,0.5,1.0
Victor Reyes,622682,116,57.0,61.0,26.0,15.0,4.0,2.0,54.0,12.0,0.0,69.0,0.0,0.303,228.0,0.336,0.43,0.766,2.0,6.0,0.75,5.0,1010.0,241.0,98.0,19.0,76.0,0.0,1.0,0.387,1.36,114.0,32.0,0.25,8.0,0.294,0.763,0.469,68.0,0.368,25.0,0.389,0.933,0.544,0.198,3.31,0.55,6.61,1.4,32.2,13.07,3.35,0.0,0.66,8.0,6.61,0.83,0.83,0.5,3.0,0.667,2.0,0.667,2.334,1.667,0.0
Willi Castro,650489,116,20.0,9.0,5.0,4.0,0.0,0.0,27.0,4.0,0.0,16.0,2.0,0.229,70.0,0.286,0.286,0.571,1.0,0.0,0.0,2.0,298.0,77.0,20.0,6.0,32.0,0.0,1.0,0.364,0.47,0.0,0.0,0.3,6.0,0.417,0.767,0.35,0.0,0.231,12.0,0.298,0.567,0.269,0.198,3.31,0.55,6.61,1.4,32.2,13.07,3.35,0.0,0.66,8.0,6.61,0.83,0.83,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Santander,623993,110,88.0,78.0,41.0,19.0,1.0,18.0,78.0,18.0,0.0,96.0,2.0,0.271,354.0,0.308,0.483,0.791,2.0,1.0,0.333,1.0,1547.0,378.0,171.0,53.0,151.0,1.0,3.0,0.299,0.74,19.67,0.0,0.071,2.0,0.133,0.204,0.071,15.5,0.194,12.0,0.219,0.622,0.403,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,3.0,0.333,1.0,0.333,0.666,0.333,0.0
Austin Hays,669720,110,9.0,4.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.273,22.0,0.333,0.364,0.697,0.0,0.0,0.0,0.0,98.0,24.0,8.0,2.0,6.0,0.0,0.0,0.333,0.5,0.0,0.0,0.353,6.0,0.389,0.86,0.471,0.0,0.273,6.0,0.333,0.697,0.364,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Austin Wynns,642851,110,21.0,19.0,4.0,1.0,0.0,0.0,7.0,3.0,0.0,10.0,0.0,0.217,46.0,0.265,0.239,0.504,0.0,0.0,0.0,2.0,180.0,50.0,11.0,3.0,15.0,1.0,0.0,0.256,1.73,0.0,0.0,0.167,1.0,0.167,0.334,0.167,0.0,0.231,6.0,0.286,0.517,0.231,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chance Sisco,642082,110,55.0,31.0,27.0,6.0,0.0,8.0,57.0,18.0,0.0,34.0,8.0,0.215,158.0,0.326,0.405,0.731,1.0,0.0,0.0,4.0,782.0,184.0,64.0,20.0,62.0,0.0,0.0,0.28,0.86,19.75,0.0,0.167,2.0,0.375,0.542,0.167,14.0,0.214,6.0,0.371,0.8,0.429,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Davis,448801,110,99.0,53.0,23.0,8.0,0.0,10.0,129.0,34.0,1.0,49.0,3.0,0.172,285.0,0.265,0.305,0.57,0.0,0.0,0.0,6.0,1392.0,325.0,87.0,34.0,116.0,0.0,3.0,0.262,0.93,28.5,15.0,0.133,2.0,0.278,0.611,0.333,38.0,0.105,4.0,0.239,0.45,0.211,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Stewart,621466,110,34.0,29.0,11.0,4.0,0.0,2.0,24.0,7.0,1.0,23.0,1.0,0.232,99.0,0.29,0.333,0.623,1.0,1.0,0.5,2.0,425.0,107.0,33.0,7.0,46.0,0.0,0.0,0.288,1.26,49.5,8.5,0.235,4.0,0.278,0.866,0.588,19.0,0.184,7.0,0.225,0.567,0.342,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Smith Jr,596105,110,94.0,98.0,43.0,16.0,3.0,12.0,74.0,24.0,0.0,80.0,3.0,0.238,336.0,0.292,0.411,0.702,1.0,5.0,0.833,8.0,1400.0,367.0,138.0,50.0,130.0,0.0,4.0,0.268,1.11,28.0,0.0,0.333,6.0,0.368,0.868,0.5,0.0,0.244,10.0,0.289,0.606,0.317,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hanser Alberto,593643,110,129.0,152.0,58.0,21.0,2.0,11.0,47.0,15.0,1.0,153.0,3.0,0.316,484.0,0.339,0.436,0.775,3.0,4.0,0.571,8.0,1622.0,508.0,211.0,48.0,169.0,3.0,3.0,0.331,1.1,44.0,0.0,0.29,9.0,0.333,0.623,0.29,67.0,0.313,21.0,0.333,0.736,0.403,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Jonathan Villar,542340,110,150.0,157.0,101.0,31.0,5.0,21.0,160.0,58.0,0.0,161.0,3.0,0.276,584.0,0.342,0.454,0.796,8.0,35.0,0.814,8.0,2600.0,651.0,265.0,67.0,216.0,2.0,4.0,0.344,1.4,27.81,29.0,0.241,7.0,0.29,0.738,0.448,60.0,0.25,15.0,0.286,0.653,0.367,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Trumbo,444432,110,8.0,7.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.263,19.0,0.263,0.421,0.684,0.0,0.0,0.0,2.0,78.0,19.0,8.0,3.0,9.0,0.0,0.0,0.333,2.33,0.0,0.0,0.267,4.0,0.267,0.667,0.4,0.0,0.263,5.0,0.263,0.684,0.421,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mason Williams,592863,110,10.0,5.0,4.0,1.0,0.0,0.0,6.0,3.0,0.0,6.0,0.0,0.231,26.0,0.3,0.269,0.569,0.0,1.0,1.0,0.0,117.0,30.0,7.0,2.0,12.0,0.0,1.0,0.286,0.5,0.0,0.0,0.176,3.0,0.286,0.462,0.176,0.0,0.231,6.0,0.3,0.569,0.269,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Severino,600474,110,92.0,73.0,36.0,13.0,0.0,13.0,71.0,28.0,0.0,76.0,4.0,0.259,293.0,0.33,0.437,0.767,1.0,3.0,0.75,4.0,1346.0,328.0,128.0,44.0,134.0,1.0,2.0,0.299,0.96,22.54,8.5,0.353,6.0,0.45,1.215,0.765,21.0,0.31,13.0,0.37,0.87,0.5,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Renato Nunez,600524,110,142.0,97.0,68.0,22.0,0.0,29.0,131.0,44.0,1.0,126.0,9.0,0.248,509.0,0.316,0.462,0.778,1.0,1.0,0.5,9.0,2336.0,566.0,235.0,82.0,215.0,0.0,4.0,0.275,0.61,17.55,22.0,0.182,4.0,0.333,0.651,0.318,44.0,0.227,10.0,0.308,0.603,0.295,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Richie Martin,621006,110,114.0,84.0,26.0,6.0,3.0,5.0,81.0,14.0,0.0,54.0,6.0,0.198,273.0,0.252,0.297,0.548,1.0,10.0,0.909,6.0,1190.0,298.0,81.0,19.0,135.0,4.0,1.0,0.261,1.42,54.6,12.0,0.25,3.0,0.308,0.808,0.5,30.0,0.2,6.0,0.219,0.519,0.3,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0
Rio Ruiz,547004,110,116.0,87.0,31.0,11.0,1.0,11.0,83.0,35.0,0.0,79.0,0.0,0.239,331.0,0.31,0.378,0.687,1.0,0.0,0.0,11.0,1435.0,369.0,125.0,41.0,120.0,1.0,2.0,0.285,1.02,30.09,11.5,0.304,7.0,0.36,0.969,0.609,13.67,0.22,9.0,0.304,0.767,0.463,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Wilkerson,592859,110,107.0,76.0,35.0,16.0,1.0,10.0,101.0,18.0,0.0,66.0,6.0,0.218,303.0,0.274,0.376,0.65,3.0,2.0,0.4,5.0,1342.0,329.0,114.0,34.0,132.0,0.0,2.0,0.289,1.23,30.3,0.0,0.273,3.0,0.429,0.793,0.364,0.0,0.143,4.0,0.286,0.465,0.179,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Mancini,641820,110,143.0,157.0,98.0,33.0,2.0,33.0,133.0,56.0,3.0,155.0,7.0,0.279,556.0,0.35,0.523,0.874,0.0,1.0,1.0,20.0,2471.0,622.0,291.0,84.0,221.0,0.0,3.0,0.31,1.38,16.85,10.0,0.3,9.0,0.344,1.011,0.667,14.5,0.31,18.0,0.365,0.934,0.569,0.182,2.5,0.63,6.0,2.0,18.0,15.33,2.5,0.0,0.68,7.5,7.5,1.0,0.78,1.0,3.0,0.667,2.0,0.667,2.667,2.0,1.0
Ben Gamel,592325,158,122.0,66.0,43.0,15.0,0.0,7.0,93.0,34.0,2.0,72.0,3.0,0.253,285.0,0.336,0.379,0.715,2.0,2.0,0.5,0.0,1377.0,324.0,108.0,31.0,100.0,0.0,2.0,0.348,1.18,40.71,0.0,0.25,4.0,0.368,0.618,0.25,0.0,0.313,10.0,0.371,0.746,0.375,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,5.0,0.2,1.0,0.2,0.4,0.2,1.0
Christian Yelich,592885,158,130.0,115.0,100.0,29.0,3.0,44.0,118.0,80.0,16.0,161.0,8.0,0.329,489.0,0.429,0.671,1.1,2.0,30.0,0.938,8.0,2284.0,580.0,328.0,97.0,185.0,0.0,3.0,0.355,1.17,11.11,20.0,0.4,8.0,0.586,1.236,0.65,16.67,0.34,17.0,0.492,1.072,0.58,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cory Spangenberg,605486,158,21.0,19.0,7.0,2.0,2.0,2.0,25.0,2.0,1.0,19.0,0.0,0.271,70.0,0.292,0.443,0.735,0.0,2.0,1.0,1.0,296.0,73.0,31.0,9.0,27.0,1.0,0.0,0.395,2.38,35.0,24.0,0.292,7.0,0.32,0.82,0.5,26.0,0.288,15.0,0.315,0.796,0.481,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,5.0,0.4,2.0,0.4,1.2,0.8,1.0
David Freitas,571679,158,14.0,5.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,12.0,0.235,0.0,0.235,0.0,0.0,0.0,1.0,73.0,17.0,0.0,1.0,5.0,0.0,1.0,0.0,1.25,0.0,0.0,0.0,0.0,0.143,0.143,0.0,0.0,0.0,0.0,0.231,0.231,0.0,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0
Eric Thames,519346,158,137.0,53.0,59.0,22.0,2.0,21.0,129.0,48.0,4.0,91.0,9.0,0.253,360.0,0.353,0.5,0.853,2.0,3.0,0.6,0.0,1733.0,419.0,180.0,56.0,172.0,0.0,2.0,0.33,0.6,17.14,0.0,0.174,4.0,0.296,0.557,0.261,21.5,0.233,10.0,0.34,0.782,0.442,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,3.0,0.667,2.0,0.667,1.667,1.0,1.0
Hernan Perez,541650,158,85.0,58.0,28.0,11.0,0.0,7.0,63.0,11.0,0.0,52.0,0.0,0.235,221.0,0.27,0.38,0.65,1.0,5.0,0.833,8.0,891.0,234.0,84.0,17.0,113.0,1.0,1.0,0.296,1.16,31.57,24.0,0.208,5.0,0.24,0.657,0.417,22.5,0.2,9.0,0.217,0.617,0.4,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Nottingham,641924,158,7.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.333,6.0,0.333,0.833,1.167,0.0,0.0,0.0,0.0,32.0,6.0,5.0,4.0,1.0,0.0,0.0,0.333,0.0,6.0,6.0,0.333,2.0,0.333,1.166,0.833,6.0,0.333,2.0,0.333,1.166,0.833,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keston Hiura,669374,158,72.0,43.0,44.0,20.0,2.0,16.0,90.0,23.0,1.0,81.0,6.0,0.302,268.0,0.37,0.571,0.941,3.0,9.0,0.75,4.0,1174.0,297.0,153.0,43.0,122.0,0.0,0.0,0.401,0.8,16.75,20.0,0.25,5.0,0.318,0.818,0.5,28.0,0.286,16.0,0.344,0.862,0.518,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Cain,456715,158,137.0,169.0,70.0,27.0,0.0,8.0,101.0,47.0,0.0,133.0,6.0,0.25,531.0,0.316,0.347,0.663,7.0,17.0,0.708,13.0,2364.0,588.0,184.0,43.0,194.0,0.0,4.0,0.293,1.28,66.38,0.0,0.16,4.0,0.16,0.32,0.16,0.0,0.24,12.0,0.269,0.529,0.26,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,16.0,0.313,5.0,0.353,1.041,0.688,0.0
Manny Pina,444489,158,71.0,30.0,10.0,7.0,0.0,7.0,46.0,13.0,1.0,34.0,3.0,0.23,148.0,0.305,0.419,0.724,0.0,0.0,0.0,1.0,691.0,164.0,62.0,22.0,87.0,0.0,0.0,0.284,0.79,21.14,0.0,0.308,4.0,0.308,0.693,0.385,34.0,0.294,10.0,0.333,0.774,0.441,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Moustakas,519058,158,132.0,115.0,75.0,28.0,1.0,34.0,89.0,48.0,5.0,128.0,6.0,0.261,490.0,0.333,0.531,0.864,0.0,3.0,1.0,12.0,2079.0,546.0,260.0,84.0,230.0,0.0,2.0,0.255,0.72,14.41,7.0,0.286,6.0,0.385,1.099,0.714,12.0,0.222,8.0,0.326,0.826,0.5,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,12.0,0.25,3.0,0.333,0.666,0.333,1.0
Orlando Arcia,606115,158,140.0,146.0,47.0,13.0,1.0,14.0,103.0,43.0,5.0,98.0,0.0,0.216,454.0,0.28,0.341,0.622,4.0,8.0,0.667,15.0,1967.0,504.0,155.0,51.0,208.0,1.0,6.0,0.245,1.28,32.43,0.0,0.105,2.0,0.15,0.308,0.158,0.0,0.111,5.0,0.143,0.299,0.156,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Braun,460075,158,136.0,127.0,64.0,28.0,2.0,20.0,99.0,32.0,1.0,122.0,7.0,0.278,439.0,0.335,0.487,0.822,1.0,10.0,0.909,15.0,1783.0,485.0,214.0,66.0,191.0,0.0,3.0,0.316,1.35,21.95,11.5,0.174,4.0,0.231,0.709,0.478,22.5,0.2,9.0,0.302,0.702,0.4,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,2.0,1.0,2.0,1.0,2.5,1.5,0.0
Travis Shaw,543768,158,76.0,36.0,20.0,5.0,0.0,7.0,83.0,32.0,3.0,34.0,4.0,0.155,220.0,0.273,0.273,0.546,0.0,0.0,0.0,5.0,1114.0,256.0,60.0,15.0,113.0,0.0,0.0,0.208,0.54,31.43,13.0,0.077,1.0,0.25,0.558,0.308,30.0,0.133,4.0,0.297,0.53,0.233,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Trent Grisham,663757,158,39.0,24.0,17.0,5.0,1.0,5.0,36.0,11.0,0.0,30.0,3.0,0.252,119.0,0.326,0.437,0.763,0.0,0.0,0.0,2.0,559.0,135.0,52.0,14.0,45.0,0.0,2.0,0.313,0.77,23.8,23.0,0.217,5.0,0.333,0.724,0.391,48.0,0.292,14.0,0.382,0.82,0.438,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
