Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Tyler Austin,592122,158,83.0,28.0,30.0,4.0,1.0,9.0,62.0,24.0,1.0,28.0,0.0,0.194,144.0,0.308,0.424,0.731,0.0,2.0,1.0,1.0,756.0,169.0,61.0,24.0,59.0,0.0,1.0,0.257,1.04,16.0,8.0,0.25,2.0,0.364,1.114,0.75,0.0,0.167,1.0,0.167,0.334,0.167,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrone Taylor,621438,158,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.333,3.0,0.5,0.333,0.833,0.0,0.0,0.0,0.0,12.0,4.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.333,1.0,0.5,0.833,0.333,0.0,0.333,1.0,0.5,0.833,0.333,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasmani Grandal,518735,158,142.0,111.0,71.0,24.0,2.0,27.0,125.0,99.0,2.0,120.0,5.0,0.252,477.0,0.382,0.48,0.862,1.0,5.0,0.833,15.0,2529.0,586.0,229.0,73.0,192.0,0.0,5.0,0.282,0.88,17.67,21.0,0.238,5.0,0.448,0.924,0.476,8.83,0.283,15.0,0.433,1.112,0.679,0.313,7.36,2.0,12.27,0.0,3.2,16.64,8.44,0.0,0.69,0.0,12.27,0.0,1.36,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Austin Allen,664119,135,33.0,17.0,4.0,4.0,0.0,0.0,20.0,6.0,3.0,14.0,0.0,0.219,64.0,0.286,0.281,0.567,0.0,0.0,0.0,2.0,251.0,70.0,18.0,3.0,37.0,0.0,0.0,0.318,1.31,0.0,0.0,0.154,2.0,0.154,0.308,0.154,0.0,0.136,3.0,0.208,0.39,0.182,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Austin Hedges,595978,135,97.0,58.0,28.0,9.0,0.0,11.0,100.0,26.0,3.0,55.0,5.0,0.183,301.0,0.258,0.322,0.581,0.0,1.0,1.0,3.0,1314.0,335.0,97.0,36.0,132.0,2.0,1.0,0.23,0.64,27.36,21.0,0.143,3.0,0.333,0.619,0.286,22.5,0.156,7.0,0.283,0.572,0.289,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Hosmer,543333,135,148.0,184.0,70.0,28.0,2.0,20.0,142.0,40.0,3.0,160.0,3.0,0.277,577.0,0.325,0.437,0.762,3.0,0.0,0.0,12.0,2380.0,624.0,252.0,95.0,205.0,0.0,4.0,0.334,1.94,28.85,0.0,0.192,5.0,0.276,0.507,0.231,0.0,0.214,12.0,0.29,0.594,0.304,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,4.0,0.75,3.0,0.75,2.5,1.75,1.0
Greg Garcia,594824,135,123.0,89.0,48.0,12.0,4.0,4.0,78.0,47.0,0.0,68.0,5.0,0.24,283.0,0.356,0.353,0.709,2.0,0.0,0.0,3.0,1435.0,338.0,100.0,30.0,98.0,1.0,2.0,0.315,1.75,70.75,0.0,0.125,2.0,0.3,0.55,0.25,39.0,0.154,6.0,0.377,0.659,0.282,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,6.0,0.167,1.0,0.167,0.667,0.5,1.0
Hunter Renfroe,592669,135,129.0,77.0,60.0,19.0,1.0,31.0,143.0,41.0,1.0,92.0,1.0,0.222,414.0,0.29,0.498,0.788,0.0,5.0,1.0,6.0,1893.0,462.0,206.0,62.0,172.0,0.0,6.0,0.248,0.71,13.36,0.0,0.133,2.0,0.235,0.368,0.133,0.0,0.108,4.0,0.209,0.344,0.135,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,4.0,0.25,1.0,0.4,1.4,1.0,0.0
Josh Naylor,647304,135,84.0,74.0,29.0,14.0,0.0,8.0,55.0,24.0,1.0,58.0,0.0,0.256,227.0,0.325,0.423,0.748,1.0,1.0,0.5,4.0,1046.0,252.0,96.0,31.0,85.0,0.0,1.0,0.303,1.8,28.38,20.0,0.3,6.0,0.417,0.967,0.55,41.0,0.268,11.0,0.388,0.803,0.415,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,2.0,0.5,1.0,0.5,1.0,0.5,1.0
Luis Urias,649966,135,60.0,53.0,24.0,7.0,1.0,3.0,42.0,23.0,0.0,39.0,7.0,0.219,178.0,0.332,0.32,0.652,1.0,0.0,0.0,7.0,859.0,208.0,57.0,20.0,72.0,0.0,0.0,0.271,1.2,59.33,29.0,0.345,10.0,0.367,0.919,0.552,49.0,0.306,15.0,0.382,0.811,0.429,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Manny Machado,592518,135,146.0,140.0,79.0,20.0,2.0,30.0,122.0,61.0,2.0,141.0,6.0,0.255,554.0,0.333,0.46,0.794,3.0,5.0,0.625,24.0,2285.0,624.0,255.0,82.0,212.0,0.0,3.0,0.274,0.91,18.47,21.0,0.048,1.0,0.31,0.5,0.19,25.0,0.14,7.0,0.306,0.586,0.28,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,3.0,0.333,1.0,0.5,0.833,0.333,0.0
Manuel Margot,622534,135,140.0,92.0,58.0,19.0,2.0,12.0,75.0,36.0,1.0,88.0,2.0,0.242,363.0,0.314,0.405,0.719,2.0,20.0,0.909,6.0,1588.0,403.0,147.0,36.0,143.0,2.0,0.0,0.275,0.84,30.25,14.0,0.357,5.0,0.4,1.114,0.714,29.0,0.241,7.0,0.29,0.704,0.414,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,5.0,0.4,2.0,0.4,0.8,0.4,0.0
Nick Martini,605361,135,22.0,20.0,7.0,4.0,1.0,1.0,17.0,9.0,0.0,18.0,1.0,0.265,68.0,0.354,0.397,0.751,0.0,0.0,0.0,0.0,338.0,79.0,27.0,7.0,25.0,0.0,1.0,0.333,1.43,68.0,0.0,0.182,4.0,0.367,0.731,0.364,0.0,0.304,17.0,0.385,0.796,0.411,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Seth Mejias-Brean,623180,135,6.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.2,10.0,0.273,0.3,0.573,0.0,0.0,0.0,1.0,45.0,11.0,3.0,0.0,8.0,0.0,0.0,0.286,4.0,0.0,0.0,0.2,2.0,0.273,0.573,0.3,0.0,0.2,2.0,0.273,0.573,0.3,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Jankowski,608671,135,17.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.167,12.0,0.286,0.167,0.452,1.0,1.0,0.5,0.0,56.0,14.0,2.0,0.0,3.0,0.0,0.0,0.2,1.0,0.0,0.0,0.2,1.0,0.333,0.533,0.2,0.0,0.182,2.0,0.308,0.49,0.182,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,10.0,0.3,3.0,0.3,0.8,0.5,1.0
Ty France,664034,135,61.0,37.0,17.0,6.0,1.0,6.0,42.0,9.0,0.0,38.0,5.0,0.232,164.0,0.291,0.39,0.681,2.0,0.0,0.0,7.0,723.0,179.0,64.0,22.0,62.0,0.0,1.0,0.274,0.77,27.33,16.0,0.25,4.0,0.4,0.838,0.438,10.0,0.25,10.0,0.333,0.883,0.55,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wil Myers,571976,135,145.0,76.0,56.0,21.0,0.0,18.0,157.0,50.0,0.0,100.0,2.0,0.244,409.0,0.329,0.428,0.757,7.0,15.0,0.682,11.0,1941.0,463.0,175.0,53.0,159.0,1.0,1.0,0.349,0.97,22.72,26.0,0.269,7.0,0.406,0.906,0.5,17.0,0.392,20.0,0.448,1.115,0.667,0.198,3.52,0.87,6.65,1.17,23.0,17.35,3.52,1.0,0.59,2.29,6.26,2.74,1.04,0.67,9.0,0.111,1.0,0.273,0.384,0.111,0.0
C.J. Cron,543068,142,119.0,121.0,49.0,24.0,0.0,24.0,105.0,29.0,3.0,112.0,10.0,0.253,442.0,0.313,0.471,0.783,0.0,0.0,0.0,12.0,1875.0,483.0,208.0,76.0,185.0,0.0,2.0,0.279,1.14,18.42,0.0,0.158,3.0,0.158,0.316,0.158,23.5,0.191,9.0,0.24,0.602,0.362,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,3.0,0.0,0.0,0.25,0.25,0.0,0.0
Eddie Rosario,592696,142,127.0,132.0,85.0,21.0,1.0,31.0,83.0,20.0,2.0,142.0,0.0,0.273,520.0,0.297,0.496,0.793,1.0,3.0,0.75,10.0,1916.0,546.0,258.0,99.0,228.0,0.0,6.0,0.269,0.78,16.77,8.67,0.231,6.0,0.286,0.901,0.615,15.5,0.194,12.0,0.219,0.638,0.419,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,17.0,0.235,4.0,0.235,0.706,0.471,1.0
Ehire Adrianza,501303,142,83.0,55.0,34.0,8.0,3.0,5.0,40.0,20.0,1.0,55.0,6.0,0.272,202.0,0.349,0.416,0.765,2.0,0.0,0.0,2.0,870.0,236.0,84.0,22.0,79.0,2.0,4.0,0.311,0.95,40.4,19.0,0.158,3.0,0.15,0.518,0.368,43.0,0.209,9.0,0.222,0.571,0.349,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,7.0,0.286,2.0,0.286,1.0,0.714,1.0
Ian Miller,641878,142,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jake Cave,595909,142,64.0,45.0,23.0,10.0,1.0,7.0,65.0,15.0,0.0,44.0,8.0,0.251,175.0,0.337,0.44,0.777,0.0,0.0,0.0,5.0,796.0,199.0,77.0,22.0,84.0,0.0,1.0,0.356,2.05,25.0,0.0,0.154,4.0,0.185,0.454,0.269,17.67,0.208,11.0,0.25,0.722,0.472,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,9.0,0.333,3.0,0.4,0.844,0.444,1.0
Jason Castro,488771,142,73.0,40.0,37.0,9.0,0.0,12.0,78.0,30.0,0.0,52.0,2.0,0.236,220.0,0.332,0.441,0.773,0.0,0.0,0.0,0.0,1057.0,254.0,97.0,29.0,105.0,1.0,1.0,0.305,0.77,18.33,0.0,0.231,3.0,0.375,0.606,0.231,0.0,0.175,7.0,0.34,0.54,0.2,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,3.0,0.0,0.0,0.2,0.2,0.0,1.0
Jonathan Schoop,570731,142,112.0,99.0,60.0,22.0,1.0,22.0,107.0,20.0,1.0,104.0,10.0,0.26,400.0,0.311,0.485,0.796,1.0,1.0,0.5,12.0,1553.0,431.0,194.0,56.0,202.0,0.0,1.0,0.301,1.09,18.18,23.0,0.304,7.0,0.407,0.972,0.565,11.5,0.304,14.0,0.373,1.003,0.63,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,3.0,0.333,1.0,0.5,1.167,0.667,0.0
Jorge Polanco,593871,142,143.0,107.0,99.0,37.0,6.0,22.0,108.0,55.0,2.0,179.0,4.0,0.302,593.0,0.362,0.496,0.857,3.0,4.0,0.571,11.0,2602.0,659.0,294.0,78.0,206.0,1.0,6.0,0.335,0.52,26.96,12.0,0.375,9.0,0.36,1.11,0.75,19.67,0.322,19.0,0.339,0.864,0.525,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,9.0,0.111,1.0,0.25,0.472,0.222,1.0
LaMonte Wade Jr,664774,142,15.0,8.0,6.0,1.0,0.0,1.0,3.0,8.0,0.0,4.0,2.0,0.143,28.0,0.368,0.286,0.654,1.0,0.0,0.0,0.0,141.0,38.0,8.0,4.0,13.0,0.0,0.0,0.125,0.62,28.0,19.0,0.158,3.0,0.2,0.568,0.368,28.0,0.143,4.0,0.368,0.654,0.286,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,3.0,0.333,1.0,0.333,1.0,0.667,1.0
Luis Arraez,650333,142,83.0,69.0,51.0,18.0,1.0,3.0,27.0,33.0,1.0,100.0,1.0,0.35,286.0,0.415,0.451,0.866,2.0,2.0,0.5,2.0,1319.0,323.0,129.0,24.0,85.0,0.0,3.0,0.375,0.74,95.33,0.0,0.444,12.0,0.483,1.039,0.556,0.0,0.426,23.0,0.483,1.039,0.556,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,6.0,0.333,2.0,0.333,0.666,0.333,1.0
Marwin Gonzalez,503556,142,109.0,105.0,50.0,18.0,0.0,15.0,93.0,30.0,2.0,106.0,6.0,0.262,404.0,0.322,0.418,0.74,0.0,1.0,1.0,7.0,1694.0,441.0,169.0,48.0,149.0,0.0,1.0,0.306,1.04,26.93,26.0,0.154,4.0,0.185,0.454,0.269,19.67,0.356,21.0,0.377,0.953,0.576,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,12.0,0.167,2.0,0.231,0.481,0.25,1.0
Max Kepler,596146,142,133.0,124.0,98.0,32.0,0.0,36.0,99.0,60.0,0.0,132.0,8.0,0.252,524.0,0.336,0.519,0.855,5.0,1.0,0.167,5.0,2160.0,596.0,272.0,90.0,171.0,0.0,4.0,0.244,0.72,14.56,0.0,0.174,4.0,0.296,0.513,0.217,26.0,0.25,13.0,0.361,0.803,0.442,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,17.0,0.176,3.0,0.167,0.755,0.588,1.0
Miguel Sano,593934,142,95.0,57.0,67.0,18.0,1.0,29.0,144.0,51.0,0.0,83.0,2.0,0.242,343.0,0.343,0.554,0.897,1.0,0.0,0.0,4.0,1740.0,397.0,190.0,66.0,168.0,0.0,1.0,0.316,0.95,11.83,12.5,0.24,6.0,0.367,0.887,0.52,18.0,0.222,12.0,0.344,0.77,0.426,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,8.0,0.25,2.0,0.455,1.08,0.625,0.0
Mitch Garver,641598,142,86.0,60.0,63.0,14.0,1.0,30.0,80.0,36.0,0.0,81.0,5.0,0.279,290.0,0.367,0.645,1.012,0.0,0.0,0.0,5.0,1379.0,332.0,187.0,65.0,107.0,0.0,1.0,0.282,0.86,9.67,5.5,0.364,8.0,0.44,1.44,1.0,6.14,0.372,16.0,0.5,1.43,0.93,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,7.0,0.571,4.0,0.667,1.524,0.857,0.0
Nelson Cruz,443558,142,110.0,81.0,70.0,23.0,0.0,37.0,127.0,48.0,5.0,125.0,7.0,0.298,419.0,0.378,0.618,0.996,1.0,0.0,0.0,12.0,1961.0,477.0,259.0,97.0,162.0,0.0,2.0,0.342,0.92,11.32,13.0,0.192,5.0,0.276,0.699,0.423,15.5,0.306,19.0,0.353,0.853,0.5,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,9.0,0.444,4.0,0.444,1.333,0.889,0.0
Ronald Torreyes,591720,142,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.2,5.0,0.2,0.2,0.4,0.0,0.0,0.0,0.0,15.0,5.0,1.0,0.0,2.0,0.0,0.0,0.333,0.0,0.0,0.0,0.2,1.0,0.2,0.4,0.2,0.0,0.2,1.0,0.2,0.4,0.2,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,3.0,0.333,1.0,0.333,0.666,0.333,0.0
Ryan LaMarre,534606,142,4.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.167,0.0,0.167,0.0,0.0,0.0,0.0,30.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.0,0.0,0.0,0.167,0.167,0.0,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,1.0,0.0,0.0,0.667,0.667,0.0,0.0
Willians Astudillo,553902,142,50.0,50.0,23.0,8.0,0.0,3.0,7.0,4.0,0.0,44.0,5.0,0.265,166.0,0.296,0.367,0.664,0.0,0.0,0.0,6.0,516.0,179.0,61.0,15.0,67.0,0.0,4.0,0.256,0.72,55.33,0.0,0.24,6.0,0.296,0.576,0.28,0.0,0.255,12.0,0.314,0.612,0.298,0.258,6.57,0.63,9.12,1.49,24.2,16.78,6.69,1.0,0.65,2.78,9.12,3.28,1.38,0.4,1.0,0.0,0.0,0.333,0.333,0.0,0.0
Adam Engel,641553,145,78.0,41.0,23.0,7.0,2.0,5.0,65.0,13.0,0.0,44.0,6.0,0.23,191.0,0.3,0.366,0.666,2.0,3.0,0.6,5.0,846.0,211.0,70.0,24.0,93.0,1.0,0.0,0.322,0.98,38.2,7.33,0.318,7.0,0.318,1.045,0.727,13.33,0.225,9.0,0.311,0.761,0.45,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,20.0,0.2,4.0,0.2,0.45,0.25,0.0
Daniel Palka,594953,145,22.0,18.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0,2.0,1.0,0.033,61.0,0.132,0.033,0.165,0.0,0.0,0.0,3.0,276.0,68.0,2.0,2.0,39.0,0.0,0.0,0.057,1.2,0.0,0.0,0.048,1.0,0.048,0.096,0.048,0.0,0.05,2.0,0.156,0.206,0.05,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,15.0,0.0,0.0,0.063,0.063,0.0,1.0
Danny Mendick,664901,145,9.0,7.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,7.0,0.0,0.28,25.0,0.28,0.4,0.68,0.0,0.0,0.0,0.0,88.0,25.0,10.0,2.0,10.0,0.0,0.0,0.333,1.4,25.0,24.0,0.292,7.0,0.292,0.709,0.417,25.0,0.28,7.0,0.28,0.68,0.4,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Eloy Jimenez,650391,145,113.0,112.0,61.0,15.0,1.0,28.0,123.0,28.0,0.0,111.0,4.0,0.259,429.0,0.309,0.494,0.803,0.0,0.0,0.0,10.0,1717.0,463.0,212.0,70.0,193.0,0.0,2.0,0.296,1.32,15.32,6.75,0.407,11.0,0.467,1.356,0.889,10.17,0.328,20.0,0.379,1.084,0.705,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,13.0,0.308,4.0,0.308,0.846,0.538,0.0
James McCann,543510,145,112.0,90.0,59.0,25.0,1.0,17.0,129.0,28.0,1.0,113.0,6.0,0.273,414.0,0.328,0.461,0.789,1.0,4.0,0.8,10.0,1865.0,449.0,191.0,56.0,166.0,1.0,0.0,0.358,1.08,24.35,24.0,0.292,7.0,0.346,0.888,0.542,26.5,0.189,10.0,0.271,0.629,0.358,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,24.0,0.333,8.0,0.333,1.25,0.917,0.0
Jose Abreu,547989,145,148.0,153.0,78.0,35.0,0.0,33.0,142.0,35.0,4.0,165.0,11.0,0.282,585.0,0.329,0.511,0.84,2.0,2.0,0.5,20.0,2541.0,641.0,299.0,118.0,250.0,0.0,10.0,0.314,1.13,17.73,13.5,0.259,7.0,0.29,0.846,0.556,10.4,0.269,14.0,0.388,1.003,0.615,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,35.0,0.257,9.0,0.308,0.708,0.4,0.0
Leury Garcia,544725,145,132.0,167.0,90.0,26.0,3.0,7.0,135.0,19.0,0.0,150.0,6.0,0.276,544.0,0.306,0.373,0.679,4.0,15.0,0.789,6.0,2064.0,582.0,203.0,38.0,193.0,10.0,3.0,0.353,1.59,77.71,0.0,0.258,8.0,0.258,0.516,0.258,0.0,0.231,15.0,0.254,0.516,0.262,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,25.0,0.24,6.0,0.24,0.6,0.36,1.0
Matt Skole,605474,145,24.0,11.0,7.0,2.0,0.0,0.0,26.0,7.0,0.0,15.0,0.0,0.231,65.0,0.301,0.262,0.563,0.0,0.0,0.0,0.0,297.0,73.0,17.0,6.0,34.0,0.0,1.0,0.375,0.79,0.0,0.0,0.263,5.0,0.333,0.649,0.316,0.0,0.22,9.0,0.313,0.557,0.244,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,4.0,0.25,1.0,0.5,1.0,0.5,1.0
Ryan Cordell,641477,145,91.0,43.0,20.0,8.0,0.0,6.0,67.0,14.0,0.0,46.0,3.0,0.22,209.0,0.276,0.344,0.621,1.0,2.0,0.667,2.0,915.0,234.0,72.0,21.0,95.0,6.0,2.0,0.29,0.7,34.83,0.0,0.167,2.0,0.214,0.464,0.25,0.0,0.143,3.0,0.174,0.412,0.238,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Goins,572365,145,48.0,38.0,12.0,6.0,1.0,2.0,43.0,17.0,1.0,36.0,1.0,0.257,140.0,0.342,0.357,0.699,1.0,0.0,0.0,7.0,658.0,159.0,50.0,10.0,57.0,1.0,0.0,0.358,1.58,70.0,0.0,0.143,2.0,0.2,0.343,0.143,0.0,0.188,6.0,0.257,0.476,0.219,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,11.0,0.273,3.0,0.333,0.606,0.273,1.0
Tim Anderson,641313,145,113.0,121.0,74.0,31.0,0.0,16.0,101.0,12.0,0.0,152.0,3.0,0.332,458.0,0.352,0.504,0.857,5.0,16.0,0.762,11.0,1611.0,474.0,231.0,53.0,167.0,0.0,1.0,0.398,1.42,28.62,0.0,0.313,10.0,0.333,0.708,0.375,34.5,0.348,24.0,0.366,0.902,0.536,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,24.0,0.167,4.0,0.167,0.375,0.208,0.0
Welington Castillo,456078,145,67.0,56.0,17.0,11.0,0.0,10.0,68.0,16.0,0.0,43.0,3.0,0.203,212.0,0.266,0.396,0.662,0.0,0.0,0.0,8.0,906.0,233.0,84.0,35.0,91.0,0.0,2.0,0.243,1.19,21.2,10.0,0.2,4.0,0.261,0.861,0.6,15.33,0.174,8.0,0.204,0.639,0.435,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,9.0,0.222,2.0,0.3,0.522,0.222,0.0
Yoan Moncada,660162,145,121.0,86.0,75.0,30.0,4.0,23.0,139.0,39.0,1.0,145.0,3.0,0.31,468.0,0.365,0.538,0.903,3.0,10.0,0.769,1.0,2050.0,514.0,252.0,72.0,177.0,1.0,3.0,0.395,0.84,20.35,30.0,0.5,15.0,0.516,1.283,0.767,59.0,0.441,26.0,0.493,1.137,0.644,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,24.0,0.25,6.0,0.333,0.791,0.458,1.0
Yolmer Sanchez,570560,145,138.0,110.0,54.0,17.0,4.0,2.0,107.0,44.0,1.0,111.0,5.0,0.246,451.0,0.318,0.315,0.633,4.0,5.0,0.556,7.0,2065.0,509.0,142.0,39.0,190.0,6.0,3.0,0.316,0.83,225.5,0.0,0.095,2.0,0.286,0.381,0.095,0.0,0.13,6.0,0.3,0.474,0.174,0.274,4.7,1.02,9.39,1.19,30.2,15.75,4.77,0.0,0.67,3.1,9.1,2.93,1.37,0.6,37.0,0.216,8.0,0.256,0.607,0.351,1.0
