Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Phillip Ervin,640447,113,61.0,28.0,19.0,7.0,5.0,3.0,32.0,11.0,0.0,43.0,2.0,0.326,132.0,0.386,0.523,0.909,2.0,3.0,0.6,2.0,630.0,145.0,69.0,14.0,46.0,0.0,0.0,0.412,0.97,44.0,0.0,0.217,5.0,0.28,0.541,0.261,40.0,0.3,12.0,0.349,0.799,0.45,0.25,0.0,0.74,9.0,0.0,5.0,18.4,0.0,1.0,0.74,0.0,10.8,0.0,1.0,0.0,2.0,1.0,2.0,1.0,3.5,2.5,1.0,True
Tucker Barnhart,571466,113,83.0,65.0,28.0,8.0,0.0,9.0,66.0,32.0,7.0,53.0,2.0,0.228,232.0,0.326,0.379,0.705,0.0,1.0,1.0,3.0,1020.0,268.0,88.0,32.0,87.0,1.0,1.0,0.278,1.3,25.78,0.0,0.286,6.0,0.375,0.756,0.381,14.67,0.295,13.0,0.392,0.937,0.545,0.25,0.0,0.74,9.0,0.0,5.0,18.4,0.0,1.0,0.74,0.0,10.8,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Austin Hedges,595978,135,77.0,44.0,20.0,9.0,0.0,9.0,87.0,15.0,1.0,48.0,5.0,0.194,247.0,0.254,0.34,0.594,0.0,1.0,1.0,3.0,1061.0,270.0,84.0,31.0,109.0,2.0,1.0,0.257,0.62,27.44,22.0,0.227,5.0,0.227,0.636,0.409,22.0,0.227,10.0,0.271,0.68,0.409,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Eric Hosmer,543333,135,125.0,162.0,63.0,24.0,1.0,18.0,111.0,34.0,3.0,140.0,2.0,0.285,491.0,0.331,0.448,0.78,2.0,0.0,0.0,10.0,2020.0,531.0,220.0,82.0,167.0,0.0,4.0,0.333,1.98,27.28,27.0,0.296,8.0,0.345,0.826,0.481,30.0,0.3,18.0,0.323,0.79,0.467,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,11.0,0.636,7.0,0.636,1.545,0.909,0.0,True
Francisco Mejia,642336,135,64.0,36.0,24.0,7.0,2.0,8.0,46.0,11.0,1.0,52.0,3.0,0.272,191.0,0.32,0.455,0.776,0.0,1.0,1.0,4.0,766.0,206.0,87.0,19.0,85.0,0.0,1.0,0.319,0.62,23.88,11.5,0.261,6.0,0.346,0.955,0.609,13.0,0.404,21.0,0.436,1.148,0.712,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,6.0,0.5,3.0,0.571,2.071,1.5,0.0,True
Greg Garcia,594824,135,100.0,67.0,40.0,12.0,3.0,3.0,61.0,31.0,0.0,60.0,3.0,0.268,224.0,0.362,0.388,0.75,2.0,0.0,0.0,3.0,1109.0,261.0,87.0,27.0,80.0,1.0,2.0,0.352,1.72,74.67,0.0,0.25,4.0,0.333,0.646,0.313,0.0,0.241,7.0,0.361,0.637,0.276,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,5.0,0.2,1.0,0.333,0.733,0.4,0.0,True
Hunter Renfroe,592669,135,115.0,74.0,58.0,18.0,1.0,31.0,124.0,36.0,1.0,88.0,1.0,0.231,381.0,0.296,0.528,0.823,0.0,4.0,1.0,6.0,1712.0,423.0,201.0,61.0,156.0,0.0,5.0,0.247,0.74,12.29,0.0,0.087,2.0,0.222,0.352,0.13,52.0,0.192,10.0,0.288,0.596,0.308,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,13.0,0.154,2.0,0.154,0.769,0.615,1.0,False
Josh Naylor,647304,135,60.0,53.0,19.0,8.0,0.0,7.0,39.0,16.0,1.0,39.0,0.0,0.247,158.0,0.314,0.43,0.745,1.0,1.0,0.5,3.0,714.0,175.0,68.0,26.0,51.0,0.0,1.0,0.283,1.89,22.57,21.0,0.286,6.0,0.4,0.924,0.524,10.5,0.286,12.0,0.388,1.031,0.643,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Luis Urias,649966,135,38.0,32.0,17.0,4.0,0.0,2.0,29.0,17.0,0.0,20.0,5.0,0.187,107.0,0.326,0.28,0.606,1.0,0.0,0.0,5.0,550.0,129.0,30.0,13.0,43.0,0.0,0.0,0.237,1.23,53.5,23.0,0.217,5.0,0.28,0.671,0.391,45.0,0.289,13.0,0.385,0.807,0.422,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,5.0,0.2,1.0,0.2,0.4,0.2,1.0,True
Manny Machado,592518,135,122.0,115.0,67.0,17.0,1.0,26.0,105.0,46.0,2.0,126.0,4.0,0.266,474.0,0.334,0.47,0.804,2.0,4.0,0.667,18.0,1912.0,527.0,223.0,71.0,171.0,0.0,3.0,0.289,0.88,18.23,0.0,0.276,8.0,0.323,0.633,0.31,0.0,0.2,12.0,0.262,0.495,0.233,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,6.0,0.167,1.0,0.167,0.334,0.167,1.0,False
Manuel Margot,622534,135,116.0,76.0,52.0,17.0,1.0,10.0,64.0,33.0,1.0,73.0,1.0,0.241,303.0,0.318,0.403,0.72,1.0,17.0,0.944,5.0,1325.0,339.0,122.0,28.0,126.0,2.0,0.0,0.275,0.83,30.3,0.0,0.125,3.0,0.222,0.347,0.125,16.33,0.204,10.0,0.291,0.72,0.429,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,1.0,0.0,0.0,0.5,0.5,0.0,1.0,False
Ty France,664034,135,40.0,28.0,10.0,4.0,1.0,2.0,30.0,4.0,0.0,25.0,4.0,0.219,114.0,0.268,0.325,0.593,1.0,0.0,0.0,5.0,505.0,123.0,37.0,11.0,41.0,0.0,1.0,0.277,0.88,57.0,0.0,0.15,3.0,0.15,0.3,0.15,0.0,0.214,9.0,0.233,0.471,0.238,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,2.0,0.5,1.0,0.5,1.0,0.5,1.0,True
Wil Myers,571976,135,121.0,63.0,49.0,16.0,0.0,14.0,138.0,42.0,0.0,78.0,2.0,0.228,342.0,0.316,0.398,0.714,6.0,10.0,0.625,9.0,1618.0,387.0,136.0,39.0,138.0,1.0,0.0,0.337,0.98,24.43,0.0,0.174,4.0,0.269,0.443,0.174,49.0,0.224,11.0,0.269,0.596,0.327,0.248,4.35,1.8,8.71,1.45,31.0,16.55,4.35,1.0,0.65,17.5,10.16,0.58,1.03,0.75,10.0,0.4,4.0,0.4,1.1,0.7,1.0,True
Austin Meadows,640457,139,105.0,72.0,53.0,20.0,7.0,21.0,108.0,38.0,5.0,111.0,5.0,0.276,402.0,0.346,0.517,0.863,5.0,9.0,0.643,1.0,1841.0,445.0,208.0,62.0,151.0,0.0,0.0,0.33,0.65,19.14,28.0,0.143,4.0,0.2,0.521,0.321,19.0,0.211,12.0,0.237,0.658,0.421,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Eric Sogard,519299,139,92.0,74.0,57.0,22.0,2.0,13.0,54.0,37.0,1.0,104.0,1.0,0.303,343.0,0.37,0.493,0.863,0.0,8.0,1.0,3.0,1559.0,387.0,169.0,38.0,91.0,3.0,3.0,0.326,0.63,26.38,0.0,0.227,5.0,0.292,0.61,0.318,43.0,0.302,13.0,0.388,0.853,0.465,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Guillermo Heredia,628338,139,74.0,49.0,26.0,10.0,0.0,4.0,49.0,17.0,0.0,40.0,6.0,0.225,178.0,0.312,0.348,0.66,1.0,2.0,0.667,4.0,802.0,204.0,62.0,17.0,82.0,2.0,1.0,0.286,1.14,44.5,18.0,0.167,3.0,0.318,0.707,0.389,21.0,0.19,8.0,0.314,0.695,0.381,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Jesus Aguilar,542583,139,111.0,65.0,34.0,10.0,0.0,9.0,69.0,37.0,0.0,65.0,2.0,0.242,269.0,0.332,0.379,0.711,0.0,0.0,0.0,11.0,1302.0,316.0,102.0,39.0,117.0,0.0,5.0,0.286,0.87,29.89,0.0,0.188,3.0,0.278,0.528,0.25,44.0,0.295,13.0,0.333,0.719,0.386,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,2.0,0.5,1.0,0.5,1.0,0.5,0.0,True
Ji-Man Choi,596847,139,98.0,80.0,37.0,14.0,1.0,11.0,77.0,46.0,2.0,81.0,5.0,0.254,319.0,0.353,0.408,0.76,3.0,2.0,0.4,5.0,1531.0,374.0,130.0,43.0,135.0,0.0,4.0,0.298,0.94,29.0,0.0,0.125,2.0,0.333,0.458,0.125,42.0,0.19,8.0,0.346,0.679,0.333,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Kevin Kiermaier,595281,139,105.0,118.0,51.0,17.0,7.0,13.0,84.0,21.0,2.0,93.0,1.0,0.246,378.0,0.287,0.431,0.718,4.0,19.0,0.826,7.0,1495.0,402.0,163.0,51.0,159.0,1.0,1.0,0.284,1.39,29.08,24.0,0.167,4.0,0.167,0.5,0.333,29.5,0.22,13.0,0.233,0.606,0.373,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Matt Duffy,622110,139,23.0,34.0,5.0,4.0,0.0,0.0,14.0,9.0,0.0,20.0,0.0,0.244,82.0,0.319,0.293,0.611,0.0,0.0,0.0,1.0,369.0,91.0,24.0,7.0,28.0,0.0,0.0,0.294,2.43,0.0,0.0,0.143,3.0,0.217,0.36,0.143,0.0,0.208,10.0,0.296,0.525,0.229,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Michael Brosseau,670712,139,39.0,23.0,14.0,7.0,0.0,5.0,31.0,5.0,0.0,32.0,2.0,0.276,116.0,0.317,0.466,0.783,0.0,1.0,1.0,2.0,508.0,124.0,54.0,15.0,47.0,1.0,0.0,0.338,0.74,23.2,0.0,0.188,3.0,0.235,0.485,0.25,40.0,0.25,10.0,0.302,0.652,0.35,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Mike Zunino,572287,139,73.0,51.0,25.0,10.0,1.0,8.0,84.0,18.0,0.0,39.0,3.0,0.17,230.0,0.239,0.326,0.565,0.0,0.0,0.0,3.0,1022.0,251.0,75.0,27.0,134.0,0.0,0.0,0.225,0.91,28.75,18.0,0.111,2.0,0.2,0.478,0.278,13.0,0.154,6.0,0.25,0.635,0.385,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,2.0,0.5,1.0,0.5,1.5,1.0,0.0,False
Tommy Pham,502054,139,114.0,141.0,59.0,22.0,2.0,19.0,99.0,70.0,4.0,117.0,4.0,0.265,442.0,0.369,0.452,0.822,3.0,16.0,0.842,17.0,2076.0,517.0,200.0,54.0,194.0,0.0,1.0,0.302,1.64,23.26,8.0,0.25,6.0,0.438,1.105,0.667,18.0,0.204,11.0,0.348,0.792,0.444,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,False
Travis d'Arnaud,518595,139,78.0,63.0,42.0,11.0,0.0,13.0,61.0,27.0,0.0,64.0,1.0,0.25,256.0,0.319,0.445,0.765,1.0,0.0,0.0,3.0,1099.0,288.0,114.0,49.0,110.0,0.0,4.0,0.274,0.88,19.69,0.0,0.348,8.0,0.346,0.781,0.435,0.0,0.212,11.0,0.259,0.509,0.25,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,4.0,0.25,1.0,0.2,0.45,0.25,0.0,True
Willy Adames,642715,139,120.0,117.0,56.0,19.0,1.0,15.0,122.0,36.0,1.0,106.0,3.0,0.248,428.0,0.31,0.402,0.712,1.0,4.0,0.8,8.0,1878.0,470.0,172.0,37.0,192.0,3.0,0.0,0.313,1.36,28.53,0.0,0.269,7.0,0.296,0.565,0.269,51.0,0.314,16.0,0.397,0.809,0.412,0.071,1.69,1.23,1.69,0.0,5.1,11.63,1.76,1.0,0.63,1.5,5.06,3.38,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Austin Nola,543592,136,48.0,28.0,22.0,8.0,1.0,7.0,30.0,9.0,1.0,41.0,3.0,0.308,133.0,0.366,0.541,0.907,0.0,0.0,0.0,2.0,516.0,146.0,72.0,17.0,50.0,1.0,0.0,0.354,0.8,19.0,9.67,0.379,11.0,0.455,1.214,0.759,19.0,0.263,15.0,0.323,0.779,0.456,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,5.0,0.4,2.0,0.5,0.9,0.4,0.0,False
Daniel Vogelbach,596129,136,116.0,72.0,65.0,16.0,0.0,28.0,117.0,75.0,2.0,85.0,2.0,0.223,381.0,0.352,0.486,0.838,0.0,0.0,0.0,3.0,2082.0,460.0,185.0,69.0,170.0,0.0,2.0,0.239,0.66,13.61,11.5,0.174,4.0,0.345,0.823,0.478,24.0,0.146,7.0,0.281,0.594,0.313,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,6.0,0.167,1.0,0.286,0.453,0.167,1.0,True
Dee Gordon,543829,136,88.0,107.0,31.0,9.0,4.0,3.0,48.0,13.0,0.0,84.0,1.0,0.276,304.0,0.303,0.362,0.665,4.0,18.0,0.818,6.0,1144.0,326.0,110.0,27.0,112.0,3.0,5.0,0.314,1.47,101.33,0.0,0.28,7.0,0.308,0.708,0.4,0.0,0.34,17.0,0.358,0.758,0.4,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,21.0,0.286,6.0,0.286,0.619,0.333,1.0,True
Dylan Moore,664238,136,86.0,33.0,22.0,10.0,2.0,5.0,68.0,19.0,0.0,35.0,6.0,0.201,174.0,0.302,0.368,0.669,7.0,7.0,0.5,5.0,837.0,200.0,64.0,14.0,75.0,1.0,0.0,0.297,0.85,34.8,13.0,0.154,2.0,0.214,0.676,0.462,28.0,0.179,5.0,0.281,0.745,0.464,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
J.P. Crawford,641487,136,71.0,70.0,33.0,19.0,4.0,5.0,67.0,34.0,0.0,66.0,1.0,0.25,264.0,0.334,0.409,0.744,3.0,5.0,0.625,3.0,1327.0,304.0,108.0,39.0,102.0,2.0,3.0,0.313,1.06,52.8,27.0,0.333,9.0,0.438,1.031,0.593,57.0,0.246,14.0,0.317,0.685,0.368,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,6.0,0.333,2.0,0.333,1.0,0.667,1.0,True
Jake Fraley,641584,136,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Keon Broxton,542979,136,88.0,39.0,23.0,4.0,0.0,6.0,96.0,17.0,0.0,34.0,1.0,0.175,194.0,0.243,0.289,0.532,5.0,10.0,0.667,5.0,904.0,215.0,56.0,16.0,109.0,1.0,2.0,0.298,1.39,32.33,17.0,0.176,3.0,0.304,0.657,0.353,33.0,0.091,3.0,0.22,0.402,0.182,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Kyle Seager,572122,136,72.0,55.0,40.0,12.0,1.0,17.0,61.0,27.0,0.0,65.0,2.0,0.243,268.0,0.314,0.485,0.799,1.0,1.0,0.5,7.0,1170.0,299.0,130.0,43.0,111.0,0.0,2.0,0.25,0.62,15.76,9.67,0.276,8.0,0.323,0.978,0.655,7.0,0.339,19.0,0.403,1.224,0.821,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,22.0,0.136,3.0,0.167,0.349,0.182,1.0,False
Mallex Smith,605480,136,106.0,113.0,56.0,19.0,8.0,5.0,120.0,32.0,0.0,99.0,8.0,0.235,422.0,0.3,0.353,0.653,8.0,34.0,0.81,4.0,1873.0,464.0,149.0,33.0,141.0,1.0,1.0,0.315,1.23,84.4,0.0,0.269,7.0,0.296,0.681,0.385,0.0,0.241,14.0,0.29,0.669,0.379,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,14.0,0.286,4.0,0.286,0.786,0.5,1.0,True
Omar Narvaez,553882,136,104.0,71.0,54.0,9.0,0.0,17.0,75.0,38.0,1.0,98.0,3.0,0.283,346.0,0.357,0.457,0.814,0.0,0.0,0.0,5.0,1609.0,389.0,158.0,43.0,152.0,0.0,2.0,0.316,0.68,20.35,0.0,0.167,4.0,0.259,0.467,0.208,49.0,0.245,12.0,0.327,0.654,0.327,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,8.0,0.375,3.0,0.375,1.25,0.875,1.0,True
Tim Lopes,621005,136,16.0,14.0,6.0,2.0,0.0,1.0,8.0,5.0,0.0,13.0,1.0,0.277,47.0,0.352,0.383,0.735,1.0,3.0,0.75,1.0,202.0,54.0,18.0,10.0,19.0,0.0,1.0,0.308,1.08,47.0,0.0,0.32,8.0,0.393,0.753,0.36,47.0,0.277,13.0,0.352,0.735,0.383,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,3.0,0.667,2.0,0.6,1.267,0.667,0.0,True
Tom Murphy,608596,136,53.0,22.0,23.0,9.0,1.0,16.0,67.0,8.0,0.0,54.0,1.0,0.293,184.0,0.325,0.614,0.939,0.0,2.0,1.0,0.0,827.0,194.0,113.0,35.0,81.0,0.0,1.0,0.373,0.52,11.5,4.33,0.462,12.0,0.5,1.769,1.269,8.14,0.351,20.0,0.373,1.198,0.825,0.259,3.94,1.21,9.1,0.62,29.2,16.35,4.32,0.0,0.67,8.5,10.31,1.21,1.15,0.33,5.0,0.6,3.0,0.6,2.0,1.4,0.0,False
