Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Yonder Alonso,475174,115,97.0,75.0,33.0,10.0,0.0,10.0,64.0,37.0,2.0,54.0,2.0,0.2,270.0,0.299,0.348,0.647,1.0,0.0,0.0,12.0,1273.0,311.0,94.0,36.0,115.0,0.0,2.0,0.222,0.95,27.0,0.0,0.167,2.0,0.231,0.398,0.167,13.0,0.269,7.0,0.387,0.925,0.538,0.253,3.42,0.85,8.2,0.69,26.1,16.67,3.45,1.0,0.62,1.69,9.23,5.47,1.52,0.67,11.0,0.273,3.0,0.333,0.606,0.273,1.0,False
Adeiny Hechavarria,588751,144,70.0,49.0,27.0,11.0,0.0,6.0,42.0,11.0,0.0,37.0,3.0,0.214,173.0,0.271,0.382,0.653,1.0,3.0,0.75,2.0,704.0,188.0,66.0,23.0,72.0,0.0,1.0,0.246,1.07,28.83,22.0,0.182,4.0,0.269,0.678,0.409,31.0,0.258,8.0,0.351,0.835,0.484,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Billy Hamilton,571740,144,98.0,71.0,34.0,12.0,2.0,0.0,75.0,25.0,0.0,60.0,0.0,0.214,281.0,0.276,0.27,0.546,5.0,20.0,0.8,1.0,1218.0,311.0,76.0,13.0,106.0,3.0,2.0,0.288,0.89,0.0,0.0,0.333,2.0,0.333,0.666,0.333,0.0,0.333,2.0,0.333,0.666,0.333,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Charlie Culberson,518586,144,99.0,27.0,13.0,5.0,2.0,4.0,40.0,6.0,0.0,34.0,1.0,0.274,124.0,0.311,0.444,0.754,1.0,0.0,0.0,5.0,515.0,133.0,55.0,19.0,73.0,1.0,1.0,0.37,1.08,31.0,0.0,0.0,0.0,0.111,0.111,0.0,0.0,0.194,7.0,0.237,0.487,0.25,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Dansby Swanson,621020,144,101.0,84.0,64.0,21.0,3.0,17.0,91.0,36.0,1.0,102.0,4.0,0.262,389.0,0.327,0.463,0.79,4.0,7.0,0.636,7.0,1768.0,435.0,180.0,57.0,190.0,1.0,5.0,0.297,0.71,22.88,0.0,0.172,5.0,0.25,0.457,0.207,31.0,0.226,14.0,0.304,0.675,0.371,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Francisco Cervelli,465041,144,36.0,32.0,12.0,6.0,1.0,1.0,32.0,9.0,0.0,26.0,4.0,0.22,118.0,0.298,0.314,0.611,0.0,1.0,1.0,5.0,521.0,132.0,37.0,8.0,57.0,1.0,0.0,0.294,1.1,118.0,0.0,0.333,5.0,0.375,0.775,0.4,0.0,0.243,9.0,0.349,0.619,0.27,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,2.0,0.5,1.0,0.5,1.5,1.0,0.0,True
Freddie Freeman,518692,144,132.0,120.0,101.0,28.0,2.0,35.0,108.0,74.0,8.0,152.0,4.0,0.298,510.0,0.39,0.567,0.957,3.0,6.0,0.667,16.0,2324.0,589.0,289.0,105.0,179.0,0.0,1.0,0.318,0.92,14.57,7.0,0.214,6.0,0.29,0.933,0.643,9.5,0.228,13.0,0.323,0.867,0.544,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,2.0,0.0,0.0,0.333,0.333,0.0,1.0,False
Josh Donaldson,518626,144,129.0,103.0,78.0,29.0,0.0,32.0,136.0,78.0,2.0,121.0,7.0,0.262,461.0,0.377,0.534,0.91,2.0,3.0,0.6,11.0,2282.0,547.0,246.0,76.0,189.0,0.0,1.0,0.303,1.01,14.41,9.0,0.185,5.0,0.267,0.823,0.556,9.33,0.268,15.0,0.359,0.984,0.625,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Matt Joyce,459964,144,101.0,26.0,19.0,8.0,0.0,4.0,32.0,23.0,0.0,36.0,0.0,0.269,134.0,0.376,0.418,0.794,0.0,0.0,0.0,2.0,653.0,157.0,56.0,16.0,56.0,0.0,0.0,0.327,0.65,33.5,0.0,0.35,7.0,0.48,0.88,0.4,35.0,0.314,11.0,0.4,0.829,0.429,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,True
Ozzie Albies,645277,144,132.0,119.0,81.0,34.0,7.0,19.0,95.0,43.0,4.0,151.0,3.0,0.285,530.0,0.341,0.483,0.824,3.0,13.0,0.813,2.0,2039.0,578.0,256.0,69.0,180.0,0.0,2.0,0.316,0.71,27.9,30.0,0.1,3.0,0.156,0.389,0.233,61.0,0.164,10.0,0.239,0.518,0.279,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,2.0,0.5,1.0,0.667,1.667,1.0,1.0,True
Rafael Ortega,542364,144,10.0,3.0,2.0,1.0,0.0,1.0,6.0,3.0,0.0,7.0,0.0,0.233,30.0,0.303,0.367,0.67,0.0,1.0,1.0,0.0,148.0,33.0,11.0,5.0,14.0,0.0,0.0,0.261,0.21,30.0,25.0,0.24,6.0,0.321,0.721,0.4,30.0,0.233,7.0,0.303,0.67,0.367,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,2.0,0.5,1.0,0.5,1.0,0.5,1.0,True
Ronald Acuna Jr.,660670,144,132.0,108.0,106.0,17.0,1.0,36.0,153.0,63.0,3.0,156.0,9.0,0.29,538.0,0.374,0.526,0.9,8.0,31.0,0.795,7.0,2605.0,613.0,283.0,89.0,165.0,0.0,0.0,0.344,0.89,14.94,28.0,0.179,5.0,0.343,0.664,0.321,14.5,0.224,13.0,0.348,0.796,0.448,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,2.0,0.0,0.0,0.333,0.333,0.0,0.0,False
Tyler Flowers,452095,144,70.0,46.0,27.0,8.0,3.0,9.0,84.0,24.0,3.0,50.0,3.0,0.225,222.0,0.308,0.41,0.718,0.0,0.0,0.0,6.0,982.0,250.0,91.0,23.0,103.0,0.0,1.0,0.315,1.07,24.67,0.0,0.286,4.0,0.444,0.873,0.429,43.0,0.209,9.0,0.292,0.664,0.372,0.175,0.75,0.6,5.25,0.75,12.0,16.75,0.75,1.0,0.64,2.0,7.5,3.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Adam Haseley,656514,143,37.0,40.0,16.0,6.0,0.0,3.0,36.0,6.0,0.0,29.0,3.0,0.238,122.0,0.29,0.361,0.651,0.0,2.0,1.0,3.0,536.0,131.0,44.0,14.0,47.0,0.0,0.0,0.313,2.35,40.67,0.0,0.143,3.0,0.25,0.393,0.143,0.0,0.205,9.0,0.271,0.498,0.227,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,4.0,0.25,1.0,0.25,0.5,0.25,1.0,True
Andrew Knapp,595284,143,62.0,22.0,10.0,4.0,0.0,1.0,37.0,15.0,1.0,20.0,3.0,0.198,101.0,0.319,0.267,0.587,0.0,0.0,0.0,2.0,488.0,121.0,27.0,4.0,52.0,2.0,0.0,0.302,0.92,101.0,0.0,0.182,2.0,0.25,0.432,0.182,0.0,0.381,8.0,0.435,0.864,0.429,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Brad Miller,543543,143,55.0,21.0,14.0,4.0,1.0,5.0,28.0,14.0,0.0,22.0,1.0,0.232,95.0,0.336,0.453,0.789,0.0,2.0,1.0,1.0,432.0,110.0,43.0,14.0,41.0,0.0,0.0,0.274,0.88,19.0,11.0,0.273,3.0,0.429,1.065,0.636,18.0,0.222,4.0,0.364,0.808,0.444,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,8.0,0.25,2.0,0.4,1.275,0.875,1.0,True
Bryce Harper,547180,143,126.0,98.0,78.0,31.0,0.0,28.0,148.0,85.0,9.0,118.0,4.0,0.253,466.0,0.372,0.5,0.872,3.0,7.0,0.7,7.0,2301.0,557.0,233.0,93.0,183.0,0.0,2.0,0.308,0.94,16.64,6.75,0.259,7.0,0.333,1.074,0.741,6.33,0.281,16.0,0.369,1.141,0.772,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,8.0,0.0,0.0,0.111,0.111,0.0,1.0,True
Cesar Hernandez,514917,143,129.0,148.0,59.0,25.0,3.0,8.0,74.0,34.0,3.0,136.0,6.0,0.281,484.0,0.333,0.395,0.728,2.0,7.0,0.778,8.0,2019.0,528.0,191.0,54.0,200.0,0.0,4.0,0.315,1.14,60.5,0.0,0.28,7.0,0.4,0.76,0.36,0.0,0.278,15.0,0.381,0.714,0.333,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Corey Dickerson,572816,143,63.0,45.0,26.0,23.0,2.0,8.0,39.0,14.0,4.0,60.0,0.0,0.3,200.0,0.341,0.555,0.896,0.0,1.0,1.0,4.0,921.0,217.0,111.0,46.0,88.0,0.0,3.0,0.333,0.76,25.0,31.0,0.258,8.0,0.281,0.797,0.516,30.5,0.262,16.0,0.27,0.778,0.508,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,6.0,0.167,1.0,0.167,0.334,0.167,1.0,True
J.T. Realmuto,592663,143,124.0,99.0,79.0,31.0,1.0,19.0,109.0,37.0,2.0,125.0,3.0,0.275,454.0,0.331,0.474,0.804,1.0,7.0,0.875,9.0,1952.0,499.0,215.0,68.0,236.0,0.0,5.0,0.32,0.79,23.9,0.0,0.172,5.0,0.294,0.535,0.241,14.5,0.31,18.0,0.397,1.018,0.621,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,8.0,0.125,1.0,0.222,0.347,0.125,0.0,True
Jean Segura,516416,143,118.0,160.0,69.0,30.0,3.0,11.0,60.0,27.0,1.0,136.0,8.0,0.286,475.0,0.334,0.432,0.766,2.0,7.0,0.778,9.0,1818.0,513.0,205.0,52.0,180.0,1.0,2.0,0.308,1.31,43.18,0.0,0.345,10.0,0.387,0.87,0.483,0.0,0.295,18.0,0.333,0.743,0.41,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,13.0,0.385,5.0,0.429,0.814,0.385,0.0,True
Logan Morrison,489149,143,8.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.231,13.0,0.231,0.308,0.538,0.0,0.0,0.0,0.0,49.0,13.0,4.0,0.0,4.0,0.0,0.0,0.273,0.6,0.0,0.0,0.25,3.0,0.25,0.583,0.333,0.0,0.231,3.0,0.231,0.539,0.308,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Rhys Hoskins,656555,143,129.0,69.0,71.0,25.0,4.0,25.0,134.0,101.0,5.0,106.0,9.0,0.233,455.0,0.38,0.47,0.85,2.0,1.0,0.333,6.0,2637.0,571.0,214.0,73.0,214.0,0.0,4.0,0.27,0.46,18.2,25.0,0.12,3.0,0.371,0.651,0.28,49.0,0.102,5.0,0.328,0.512,0.184,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Scott Kingery,664068,143,97.0,63.0,51.0,29.0,3.0,15.0,111.0,29.0,1.0,97.0,5.0,0.273,355.0,0.336,0.499,0.834,4.0,10.0,0.714,3.0,1533.0,390.0,177.0,43.0,140.0,0.0,1.0,0.357,0.75,23.67,23.0,0.304,7.0,0.407,0.972,0.565,53.0,0.245,13.0,0.305,0.758,0.453,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,5.0,0.2,1.0,0.2,0.4,0.2,0.0,True
Sean Rodriguez,446481,143,55.0,20.0,17.0,3.0,0.0,4.0,32.0,11.0,0.0,18.0,2.0,0.214,84.0,0.316,0.393,0.709,1.0,1.0,0.5,2.0,425.0,101.0,33.0,11.0,42.0,3.0,1.0,0.286,1.11,21.0,7.0,0.143,1.0,0.4,0.971,0.571,16.0,0.125,2.0,0.3,0.613,0.313,0.288,6.67,1.03,10.67,1.33,27.0,15.93,7.0,0.0,0.69,5.4,9.0,1.67,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Adam Frazier,624428,134,121.0,131.0,62.0,26.0,5.0,7.0,59.0,33.0,4.0,119.0,7.0,0.268,444.0,0.328,0.396,0.724,4.0,4.0,0.5,3.0,1861.0,488.0,176.0,35.0,144.0,3.0,1.0,0.296,0.94,63.43,24.0,0.333,8.0,0.36,0.943,0.583,26.5,0.283,15.0,0.345,0.836,0.491,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,6.0,0.333,2.0,0.333,0.833,0.5,1.0,True
Bryan Reynolds,668804,134,108.0,92.0,69.0,28.0,3.0,13.0,95.0,42.0,0.0,125.0,6.0,0.329,380.0,0.401,0.521,0.922,2.0,2.0,0.5,8.0,1703.0,431.0,198.0,54.0,134.0,0.0,3.0,0.407,1.3,29.23,0.0,0.37,10.0,0.419,0.938,0.519,29.5,0.322,19.0,0.397,0.939,0.542,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,5.0,0.4,2.0,0.5,0.9,0.4,1.0,True
Colin Moran,592567,134,125.0,90.0,39.0,24.0,1.0,12.0,96.0,26.0,4.0,108.0,2.0,0.286,377.0,0.333,0.451,0.784,1.0,0.0,0.0,8.0,1480.0,408.0,170.0,70.0,170.0,0.0,3.0,0.353,1.05,31.42,19.0,0.421,8.0,0.476,1.213,0.737,50.0,0.36,18.0,0.407,0.947,0.54,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,3.0,0.667,2.0,0.667,1.667,1.0,1.0,True
Elias Diaz,553869,134,84.0,74.0,27.0,13.0,0.0,1.0,48.0,21.0,0.0,63.0,0.0,0.247,255.0,0.302,0.31,0.612,0.0,0.0,0.0,9.0,1155.0,278.0,79.0,23.0,107.0,0.0,2.0,0.298,1.03,255.0,0.0,0.25,4.0,0.333,0.583,0.25,0.0,0.237,9.0,0.326,0.589,0.263,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,False
Erik Gonzalez,570481,134,31.0,31.0,7.0,2.0,1.0,0.0,23.0,7.0,3.0,16.0,0.0,0.198,81.0,0.261,0.247,0.508,0.0,4.0,1.0,4.0,325.0,91.0,20.0,2.0,42.0,3.0,0.0,0.276,2.21,0.0,0.0,0.214,3.0,0.214,0.428,0.214,0.0,0.167,5.0,0.194,0.361,0.167,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Jacob Stallings,607732,134,52.0,34.0,17.0,4.0,0.0,4.0,29.0,12.0,5.0,34.0,2.0,0.26,131.0,0.331,0.382,0.713,0.0,0.0,0.0,1.0,492.0,146.0,50.0,9.0,53.0,1.0,0.0,0.306,0.97,32.75,0.0,0.222,4.0,0.333,0.555,0.222,21.5,0.233,10.0,0.327,0.746,0.419,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,5.0,0.4,2.0,0.5,1.5,1.0,0.0,False
Jose Osuna,591741,134,65.0,40.0,24.0,14.0,0.0,8.0,27.0,10.0,0.0,43.0,1.0,0.297,145.0,0.342,0.559,0.9,0.0,0.0,0.0,4.0,593.0,159.0,81.0,28.0,59.0,0.0,2.0,0.313,1.08,18.12,0.0,0.182,4.0,0.25,0.477,0.227,0.0,0.26,13.0,0.291,0.671,0.38,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Josh Bell,605137,134,127.0,130.0,87.0,37.0,3.0,33.0,109.0,64.0,10.0,129.0,4.0,0.274,470.0,0.361,0.577,0.938,1.0,0.0,0.0,9.0,2171.0,545.0,271.0,104.0,194.0,0.0,7.0,0.287,1.19,14.24,11.5,0.174,4.0,0.31,0.788,0.478,8.67,0.231,12.0,0.339,0.935,0.596,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,True
Kevin Newman,621028,134,102.0,127.0,40.0,15.0,3.0,7.0,49.0,23.0,2.0,115.0,4.0,0.303,380.0,0.348,0.413,0.761,7.0,13.0,0.65,4.0,1490.0,410.0,157.0,46.0,163.0,2.0,1.0,0.332,1.38,54.29,0.0,0.321,9.0,0.387,0.744,0.357,60.0,0.3,18.0,0.354,0.754,0.4,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,5.0,0.0,0.0,0.167,0.167,0.0,0.0,True
Melky Cabrera,466320,134,112.0,112.0,38.0,19.0,1.0,6.0,36.0,14.0,2.0,91.0,1.0,0.277,328.0,0.309,0.396,0.705,0.0,2.0,1.0,12.0,1181.0,344.0,130.0,39.0,139.0,1.0,0.0,0.297,1.24,54.67,0.0,0.176,3.0,0.222,0.398,0.176,0.0,0.143,6.0,0.163,0.306,0.143,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,34.0,0.353,12.0,0.353,1.029,0.676,1.0,True
Pablo Reyes,622569,134,44.0,22.0,9.0,1.0,0.0,2.0,22.0,5.0,0.0,13.0,1.0,0.163,80.0,0.221,0.25,0.471,0.0,1.0,1.0,0.0,328.0,86.0,20.0,9.0,32.0,0.0,0.0,0.196,0.96,40.0,0.0,0.083,1.0,0.083,0.166,0.083,28.0,0.143,4.0,0.2,0.45,0.25,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Starling Marte,516782,134,120.0,161.0,87.0,28.0,5.0,22.0,85.0,21.0,0.0,144.0,14.0,0.289,499.0,0.333,0.497,0.83,5.0,24.0,0.828,15.0,1943.0,540.0,248.0,76.0,205.0,2.0,4.0,0.308,1.4,22.68,28.0,0.25,7.0,0.323,0.752,0.429,29.5,0.322,19.0,0.385,0.877,0.492,0.265,4.34,0.8,8.38,0.93,29.0,15.07,4.34,0.5,0.61,1.5,4.66,3.1,1.28,0.0,7.0,0.286,2.0,0.286,0.715,0.429,0.0,True
