Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,atBatsPerHomeRun,atBatsPerHomeRun_p7G,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,atBatsPerHomeRun_p15G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand,player_got_hit
Adam Eaton,594809,120,123.0,115.0,89.0,21.0,7.0,12.0,85.0,57.0,0.0,139.0,10.0,0.291,478.0,0.376,0.439,0.815,3.0,13.0,0.813,7.0,2252.0,555.0,210.0,42.0,167.0,7.0,3.0,0.331,0.77,39.83,9.33,0.357,10.0,0.486,1.272,0.786,12.2,0.393,24.0,0.5,1.238,0.738,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,3.0,0.667,2.0,0.667,1.334,0.667,1.0,True
Anthony Rendon,543685,120,115.0,91.0,92.0,35.0,3.0,28.0,73.0,51.0,7.0,142.0,11.0,0.323,439.0,0.402,0.608,1.01,1.0,3.0,0.75,11.0,2030.0,508.0,267.0,102.0,185.0,0.0,7.0,0.33,0.65,15.68,14.0,0.393,11.0,0.455,1.169,0.714,16.5,0.379,25.0,0.408,1.075,0.667,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,1.0,1.0,1.0,0.667,1.667,1.0,0.0,True
Asdrubal Cabrera,452678,120,106.0,82.0,52.0,20.0,0.0,14.0,90.0,45.0,2.0,89.0,3.0,0.245,363.0,0.329,0.416,0.745,0.0,4.0,1.0,8.0,1716.0,416.0,151.0,65.0,167.0,0.0,5.0,0.284,0.77,25.93,9.5,0.263,5.0,0.423,1.055,0.632,20.0,0.325,13.0,0.417,1.017,0.6,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,31.0,0.226,7.0,0.273,0.563,0.29,1.0,False
Brian Dozier,572821,120,118.0,75.0,49.0,19.0,0.0,19.0,99.0,56.0,2.0,87.0,4.0,0.233,373.0,0.339,0.437,0.776,4.0,3.0,0.429,9.0,1837.0,434.0,163.0,45.0,164.0,0.0,1.0,0.266,0.66,19.63,9.0,0.222,4.0,0.391,0.947,0.556,9.5,0.184,7.0,0.311,0.811,0.5,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,53.0,0.208,11.0,0.263,0.735,0.472,0.0,False
Gerardo Parra,467827,120,97.0,68.0,31.0,12.0,1.0,7.0,48.0,16.0,2.0,54.0,5.0,0.245,220.0,0.31,0.405,0.714,3.0,8.0,0.727,6.0,879.0,243.0,89.0,37.0,85.0,1.0,1.0,0.283,1.31,31.43,0.0,0.143,1.0,0.333,0.619,0.286,15.5,0.29,9.0,0.371,0.984,0.613,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,6.0,0.167,1.0,0.167,0.5,0.333,1.0,False
Howie Kendrick,435062,120,95.0,81.0,47.0,21.0,0.0,14.0,42.0,23.0,1.0,88.0,3.0,0.327,269.0,0.38,0.561,0.941,1.0,2.0,0.667,9.0,1112.0,300.0,151.0,56.0,108.0,0.0,5.0,0.339,1.29,19.21,11.0,0.455,10.0,0.52,1.475,0.955,24.0,0.375,18.0,0.434,1.101,0.667,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,11.0,0.545,6.0,0.643,1.279,0.636,0.0,True
Juan Soto,665742,120,118.0,105.0,87.0,20.0,4.0,29.0,104.0,83.0,2.0,125.0,2.0,0.287,435.0,0.401,0.552,0.952,1.0,12.0,0.923,8.0,2205.0,524.0,240.0,85.0,207.0,0.0,4.0,0.314,1.0,15.0,9.33,0.321,9.0,0.441,1.155,0.714,7.38,0.305,18.0,0.423,1.186,0.763,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Kurt Suzuki,435559,120,73.0,66.0,30.0,9.0,0.0,13.0,32.0,18.0,1.0,66.0,5.0,0.269,245.0,0.328,0.465,0.794,1.0,0.0,0.0,8.0,917.0,271.0,114.0,48.0,115.0,0.0,3.0,0.261,0.79,18.85,32.0,0.313,10.0,0.353,0.822,0.469,29.5,0.305,18.0,0.369,0.81,0.441,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,22.0,0.273,6.0,0.333,0.697,0.364,0.0,False
Matt Adams,571431,120,96.0,48.0,41.0,14.0,0.0,20.0,96.0,17.0,0.0,66.0,1.0,0.244,270.0,0.291,0.519,0.809,0.0,0.0,0.0,6.0,1142.0,289.0,140.0,56.0,137.0,0.0,1.0,0.297,0.79,13.5,12.0,0.292,7.0,0.292,0.959,0.667,18.0,0.241,13.0,0.268,0.731,0.463,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Trea Turner,607208,120,90.0,94.0,69.0,26.0,4.0,13.0,87.0,35.0,2.0,114.0,3.0,0.298,382.0,0.36,0.49,0.85,5.0,27.0,0.844,9.0,1639.0,422.0,187.0,43.0,108.0,0.0,2.0,0.356,1.06,29.38,31.0,0.387,12.0,0.429,0.977,0.548,21.67,0.354,23.0,0.413,0.951,0.538,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,3.0,0.667,2.0,0.667,1.334,0.667,0.0,True
Victor Robles,645302,120,124.0,105.0,72.0,24.0,3.0,16.0,116.0,30.0,3.0,108.0,21.0,0.25,432.0,0.326,0.431,0.757,8.0,21.0,0.724,6.0,1837.0,493.0,186.0,56.0,179.0,6.0,4.0,0.303,0.93,27.0,28.0,0.25,7.0,0.382,0.811,0.429,28.0,0.339,19.0,0.424,0.978,0.554,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Yan Gomes,543228,120,75.0,52.0,26.0,11.0,0.0,6.0,61.0,33.0,4.0,52.0,4.0,0.219,237.0,0.325,0.342,0.667,0.0,1.0,1.0,5.0,1104.0,274.0,81.0,30.0,100.0,0.0,0.0,0.271,0.72,39.5,0.0,0.364,8.0,0.481,1.026,0.545,15.67,0.277,13.0,0.414,0.967,0.553,0.232,2.4,1.08,7.8,0.6,30.0,15.53,3.0,0.333,0.63,9.0,10.8,1.2,1.0,0.75,20.0,0.15,3.0,0.19,0.34,0.15,0.0,True
A.J. Pollock,572041,119,59.0,57.0,36.0,10.0,1.0,9.0,49.0,19.0,1.0,55.0,4.0,0.266,207.0,0.333,0.454,0.787,1.0,3.0,0.75,4.0,866.0,234.0,94.0,32.0,102.0,0.0,4.0,0.301,1.14,23.0,20.0,0.25,5.0,0.4,0.85,0.45,22.0,0.364,16.0,0.442,1.056,0.614,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,5.0,0.4,2.0,0.333,0.933,0.6,1.0,True
Austin Barnes,605131,119,70.0,49.0,27.0,10.0,1.0,5.0,53.0,22.0,3.0,40.0,5.0,0.196,204.0,0.288,0.328,0.616,0.0,3.0,1.0,8.0,904.0,233.0,67.0,23.0,94.0,0.0,2.0,0.236,0.77,40.8,0.0,0.13,3.0,0.192,0.366,0.174,0.0,0.14,7.0,0.2,0.42,0.22,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Chris Taylor,621035,119,94.0,57.0,37.0,21.0,4.0,9.0,85.0,30.0,2.0,74.0,2.0,0.267,277.0,0.339,0.469,0.808,0.0,7.0,1.0,5.0,1325.0,315.0,130.0,45.0,109.0,2.0,4.0,0.348,0.85,30.78,28.0,0.25,7.0,0.364,0.828,0.464,54.0,0.278,15.0,0.375,0.838,0.463,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,4.0,0.25,1.0,0.25,0.5,0.25,1.0,False
Cody Bellinger,641355,119,126.0,80.0,101.0,27.0,2.0,42.0,90.0,74.0,15.0,143.0,3.0,0.314,456.0,0.41,0.658,1.068,5.0,11.0,0.688,6.0,2187.0,538.0,300.0,100.0,194.0,0.0,4.0,0.308,0.54,10.86,26.0,0.231,6.0,0.286,0.709,0.423,11.6,0.259,15.0,0.317,0.903,0.586,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,2.0,0.5,1.0,0.5,1.0,0.5,0.0,True
Corey Seager,608369,119,104.0,89.0,63.0,36.0,0.0,12.0,76.0,39.0,2.0,102.0,4.0,0.272,375.0,0.344,0.464,0.808,0.0,1.0,1.0,5.0,1524.0,421.0,174.0,57.0,176.0,0.0,3.0,0.31,0.8,31.25,0.0,0.346,9.0,0.37,0.947,0.577,19.0,0.298,17.0,0.344,0.976,0.632,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Enrique Hernandez,571771,119,103.0,67.0,45.0,14.0,1.0,16.0,81.0,29.0,2.0,81.0,6.0,0.243,334.0,0.312,0.434,0.746,0.0,2.0,1.0,2.0,1509.0,372.0,145.0,54.0,143.0,0.0,3.0,0.271,0.62,20.88,0.0,0.333,6.0,0.368,0.812,0.444,22.0,0.364,16.0,0.429,1.02,0.591,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,4.0,0.5,2.0,0.5,1.25,0.75,1.0,True
Jedd Gyorko,576397,119,43.0,17.0,5.0,0.0,0.0,2.0,18.0,6.0,0.0,13.0,0.0,0.197,66.0,0.264,0.288,0.552,0.0,2.0,1.0,1.0,301.0,72.0,19.0,7.0,35.0,0.0,0.0,0.239,0.94,33.0,0.0,0.2,2.0,0.2,0.4,0.2,0.0,0.2,2.0,0.2,0.4,0.2,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,8.0,0.125,1.0,0.125,0.625,0.5,1.0,False
Joc Pederson,592626,119,119.0,89.0,61.0,10.0,3.0,25.0,91.0,41.0,2.0,85.0,10.0,0.23,369.0,0.323,0.477,0.8,0.0,1.0,1.0,4.0,1679.0,421.0,176.0,56.0,132.0,0.0,1.0,0.236,0.85,14.76,18.0,0.056,1.0,0.15,0.372,0.222,38.0,0.211,8.0,0.318,0.634,0.316,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Justin Turner,457759,119,120.0,81.0,74.0,22.0,0.0,23.0,80.0,47.0,1.0,124.0,12.0,0.291,426.0,0.374,0.505,0.879,0.0,2.0,1.0,10.0,1940.0,489.0,215.0,59.0,168.0,0.0,4.0,0.309,0.56,18.52,12.5,0.32,8.0,0.414,0.974,0.56,9.0,0.315,17.0,0.413,1.08,0.667,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,10.0,0.3,3.0,0.364,0.964,0.6,1.0,True
Matt Beaty,607461,119,70.0,56.0,28.0,17.0,1.0,7.0,25.0,13.0,2.0,53.0,0.0,0.294,180.0,0.342,0.517,0.859,0.0,2.0,1.0,4.0,704.0,193.0,93.0,37.0,64.0,0.0,0.0,0.311,1.22,25.71,10.0,0.4,4.0,0.538,1.338,0.8,16.0,0.281,9.0,0.41,1.004,0.594,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Max Muncy,571970,119,125.0,98.0,87.0,18.0,1.0,33.0,128.0,78.0,1.0,111.0,4.0,0.256,433.0,0.372,0.531,0.903,1.0,4.0,0.8,5.0,2250.0,519.0,230.0,87.0,197.0,0.0,4.0,0.283,0.98,13.12,5.75,0.217,5.0,0.4,1.139,0.739,9.0,0.204,11.0,0.358,0.932,0.574,0.315,8.44,0.85,12.23,4.27,21.1,17.16,8.96,1.0,0.62,3.83,9.7,2.53,1.64,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Aaron Judge,592450,147,74.0,55.0,52.0,13.0,0.0,15.0,101.0,50.0,4.0,74.0,2.0,0.27,274.0,0.385,0.482,0.867,1.0,2.0,0.667,9.0,1424.0,328.0,132.0,37.0,107.0,0.0,1.0,0.371,1.22,18.27,9.67,0.379,11.0,0.419,1.212,0.793,20.0,0.233,14.0,0.292,0.742,0.45,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,2.0,0.5,1.0,0.5,2.5,2.0,1.0,True
Austin Romine,519222,147,55.0,47.0,19.0,7.0,0.0,6.0,38.0,6.0,0.0,47.0,0.0,0.269,175.0,0.291,0.411,0.703,1.0,1.0,0.5,4.0,664.0,183.0,72.0,28.0,65.0,1.0,1.0,0.311,1.04,29.17,0.0,0.25,6.0,0.25,0.5,0.25,13.25,0.321,17.0,0.357,0.961,0.604,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,2.0,0.5,1.0,0.5,1.0,0.5,1.0,True
Brett Gardner,458731,147,112.0,109.0,67.0,23.0,6.0,17.0,72.0,43.0,0.0,97.0,3.0,0.253,383.0,0.332,0.478,0.81,2.0,9.0,0.818,5.0,1843.0,431.0,183.0,51.0,153.0,0.0,2.0,0.27,1.02,22.53,0.0,0.222,6.0,0.25,0.62,0.37,55.0,0.255,14.0,0.328,0.837,0.509,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Cameron Maybin,457727,147,63.0,29.0,40.0,15.0,0.0,8.0,59.0,24.0,0.0,57.0,0.0,0.297,192.0,0.375,0.5,0.875,4.0,7.0,0.636,4.0,905.0,216.0,96.0,26.0,75.0,0.0,0.0,0.392,0.62,24.0,0.0,0.182,4.0,0.28,0.553,0.273,18.33,0.273,15.0,0.333,0.878,0.545,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Didi Gregorius,544369,147,58.0,56.0,37.0,10.0,1.0,13.0,36.0,10.0,0.0,62.0,0.0,0.263,236.0,0.29,0.479,0.769,1.0,1.0,0.5,4.0,957.0,248.0,113.0,44.0,104.0,0.0,2.0,0.259,0.67,18.15,9.67,0.241,7.0,0.29,0.911,0.621,12.4,0.242,15.0,0.262,0.794,0.532,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
DJ LeMahieu,518934,147,117.0,141.0,88.0,27.0,2.0,21.0,73.0,37.0,0.0,159.0,2.0,0.33,482.0,0.377,0.525,0.902,2.0,4.0,0.667,11.0,1984.0,526.0,253.0,86.0,143.0,1.0,4.0,0.352,1.24,22.95,15.5,0.226,7.0,0.25,0.669,0.419,21.33,0.297,19.0,0.333,0.817,0.484,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,1.0,0.0,0.0,0.5,0.5,0.0,1.0,False
Gary Sanchez,596142,147,90.0,64.0,51.0,10.0,1.0,29.0,103.0,31.0,3.0,81.0,6.0,0.236,343.0,0.31,0.525,0.834,0.0,0.0,0.0,3.0,1557.0,381.0,180.0,67.0,171.0,0.0,1.0,0.245,0.67,11.83,12.0,0.25,6.0,0.357,0.857,0.5,11.2,0.232,13.0,0.317,0.835,0.518,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Gio Urshela,570482,147,110.0,89.0,65.0,31.0,0.0,18.0,69.0,22.0,0.0,123.0,4.0,0.333,369.0,0.373,0.564,0.937,1.0,1.0,0.5,12.0,1507.0,399.0,208.0,66.0,145.0,0.0,4.0,0.367,0.97,20.5,0.0,0.233,7.0,0.258,0.558,0.3,31.5,0.397,25.0,0.415,0.986,0.571,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Gleyber Torres,650402,147,119.0,96.0,84.0,21.0,0.0,32.0,100.0,44.0,3.0,129.0,2.0,0.289,446.0,0.353,0.552,0.904,2.0,4.0,0.667,8.0,1981.0,497.0,246.0,76.0,182.0,1.0,4.0,0.305,0.76,13.94,5.4,0.407,11.0,0.448,1.448,1.0,6.22,0.339,19.0,0.383,1.24,0.857,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,1.0,0.0,0.0,0.5,0.5,0.0,1.0,True
Mike Ford,645801,147,30.0,24.0,18.0,2.0,0.0,5.0,18.0,11.0,2.0,18.0,3.0,0.2,90.0,0.308,0.389,0.697,0.0,0.0,0.0,0.0,397.0,104.0,35.0,9.0,31.0,0.0,0.0,0.194,0.8,18.0,17.0,0.353,6.0,0.389,0.918,0.529,15.0,0.2,9.0,0.265,0.665,0.4,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Mike Tauchman,643565,147,75.0,47.0,41.0,17.0,1.0,12.0,65.0,29.0,0.0,66.0,0.0,0.295,224.0,0.374,0.54,0.914,0.0,5.0,1.0,7.0,1108.0,254.0,121.0,45.0,91.0,0.0,1.0,0.365,1.0,18.67,0.0,0.292,7.0,0.333,0.666,0.333,25.0,0.28,14.0,0.383,0.843,0.46,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Tyler Wade,642180,147,22.0,17.0,9.0,0.0,0.0,1.0,18.0,7.0,0.0,11.0,1.0,0.216,51.0,0.322,0.275,0.597,0.0,5.0,1.0,0.0,235.0,61.0,14.0,6.0,24.0,2.0,0.0,0.313,2.43,51.0,15.0,0.133,2.0,0.235,0.568,0.333,34.0,0.235,8.0,0.366,0.69,0.324,0.207,2.74,1.12,7.04,0.78,23.0,15.83,3.52,0.8,0.62,5.67,6.65,1.17,0.91,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Austin Dean,621573,146,33.0,24.0,6.0,5.0,0.0,2.0,22.0,1.0,0.0,18.0,0.0,0.205,88.0,0.211,0.33,0.541,0.0,0.0,0.0,3.0,355.0,90.0,29.0,10.0,28.0,0.0,1.0,0.246,0.96,44.0,0.0,0.167,2.0,0.167,0.334,0.167,33.0,0.242,8.0,0.242,0.606,0.364,0.268,3.77,1.0,9.42,0.64,14.1,15.28,3.83,1.0,0.64,3.0,5.65,1.88,1.26,1.0,6.0,0.5,3.0,0.5,1.5,1.0,0.0,False
